Rating,Title,Date,Verified Purchase,Body,Helpful Votes
1.0,"Can't disable ""personal assistant""","November 7, 2017",1,"So, the makers of this phone decided to add a personal assistant that pops up whenever you click a button on the side. I have everything integrated with Google and have no need for another personal assistant nor any desire to test one out. But, I constantly accidentally hit this button, and this thing that I have no desire/need for constantly pops up, usually right when you're in the middle of something...""But why don't you just disable it?"" you might say. Well, they make you sign up for an account and go through a whole process just to get to the screen where you can disable the button. So, after a month of aggravation, I finally decided to go through the hassle of disabling this stupid thing that I have not desire nor need for. Well, ok, I finally get it disabled, but having to give it my personal information and such, and who know what kind of data it's gathering. Not to mention power it uses, data it uses, and taking up a whole screen constantly to the left of the main screen. So, I decide to disable the app entire. Well, there's like 4 apps it uses, and you have to disable all of them. But, surprise, Samsung deliberately makes it impossible to disable...So, this all seems like a grand ploy to force you to use their personal assistant, and they figure that you've already bought the phone and won't go through the hassle of returning it, accustoming yourself with another phone, etc.. But take it from me, save yourself. Get a different phone now.",13
5.0,I do not regret buying!,"September 9, 2017",1,"I didn't think much of this phone as I was waiting for the Note 8. (Was a Note 4 user just 2 days before) But as the Note 8 became more disappointing with each leak, and esspecially after it's release with no embedded fingerprint scanner and a smaller battery than the S8+, I decided to look at the S8+. It was cheaper, has the same features as the Note 8 and, I believe it's safe to say, a better battery life. It was clear that this phone was next on the throne. While I wouldn't have the pen, I had to admit to myself that I hardly used the pen for the Note 4 anyway. No real loss there, so I ended up saving myself a few hundred bucks...As for the phone itself, I am very impressed. The display is so beautiful- especially with the infinity display. Textures look almost too real and the colors are so sharp and eye pleasing. Even in videos... I was also impressed with the battery life. Throughout the day I used the Note 4 and S8+ fairly equally and to my surprise, from 9am to 3pm the S8+ left me with 70% from 100% while my Note 4 had to be charged again from 100%...Customization is a must for me with any phone and this phone has outdone my expectation for any phone. Of course it has the basic customizations, but this phone goes so deep into it that I still haven't been able to see all that you can do with it after 2 days of use when I usually go through everything on a phone within a day...No phone is perfect and there's usually at least one thing I won't like about a phone. The ONLY thing I don't like about this phone is the placement of the speaker. It's located at the bottom of the phone in the right side, and that's a problem because I'm a gamer and I occasionally watch YouTube which I preferably use in landscape mode which requires that you turn the phone horizontally. When I hold the phone naturally in that position, I end up covering the speaker which forces me to readjust my grip to a more uncomfortable one...That being said, this phone is still the best one I could have purchased at this time and I do NOT regret buying it whatsoever..",4
4.0,"Worthy addition to the Galaxy S line, a good choice","December 14, 2017",1,"Great phone, first unlocked we've ever bought, and it was a great move.  It's great but not perfect...PROS.Excellent performance with all apps, very snappy.Beautiful screen (though very delicate).Light, great battery life..CONS.* Phone is slippery wherever you touch/grab it.  Hard to hold onto, unless you get a case, which you probably should..* Bixby assistant is very obtrusive and even has its own dedicated hard button on the left, which you will be mistakenly hitting often (you can sign into Samsung and set the button to do nothing, but you can't seem to reassign the button to be useful, or completely get rid of Bixby)..* Edge screen design is a novelty and more difficult to use than a standard screen.  I find myself having to try multiple times to get the right thing selected with my finger, because of the wrapping edges of the screen.* Doesn't seem to have a widget for flashlight built in, like my S5 had.",3
5.0,Works on Sprint Network,"August 25, 2017",1,"This phone was rated as ""good"" from warehouse deals. When it arrived it was in the factory box and looked like it had never been opened.  The plastic was still on the screen. I found no scratches or imperfections. My carrier is Sprint. It is truly unlocked for all carriers.They had me hooked up in about 15 minutes. The clerk asked me if i had bought the phone new from Samsung directly. He told me it was the unlocked version that would work internationally too.I have had the phone a couple of weeks and it has performed flawlessly. This was another great buy for me here on Amazon. If you are on the fence like I was about upgrading to the S8, go ahead and buy one here, its just an awesome phone. I had an S5 that was great but this S8 is so much better. Trust me on this. Go ahead and buy it. You will be amazed too!",10
5.0,Better value than the Note8,"October 26, 2017",1,"I waited until recently to purchase the S8+ as my original intention was to get the Note 8 upon its release (after waiting a year after the aborted Note 7). However, all things considered it was difficult to justify the price of the new Note at almost $1,000 whereas the S8+ through Amazon was markedly cheaper..So, the decision was made and I am very happy with the phone as I was in desperate need of an upgrade from my S4 model. I got the S8+ as I was keen to have a larger screen and this screen does the job - large enough to watch videos etc but not so big that it feels awkward.  I haven't spent much time using the camera yet but it is certainly better than my old phone but not sure if it stacks up against my wife's iPhone..I am into the Android ecosystem and the phone worked seamlessly with my Gear watch out of the box..All told, I believe this phone is still state of the art and represents good value for money. I am not sure how much further mobile device manufacturers can go with new models at the $1,000 level but, IMHO, it makes sense to wait a while and purchase a slightly dated phone at a slightly discounted price as you still get lots of bang for your mobile buck!..",2
5.0,The screen is breath taking,"October 4, 2017",1,"After using an old phone with such a large bezel, the switch to the Galaxy S8 was spectacular. I could not stop staring at the screen when I first saw it. There is just so much of it! After using this phone for a couple months, I have created a list of what i love the most and dislike the most of this product...Pros:.-Screen has amazing brightness, resolution and size..-Cameras are spectacular. Images are sharp and crisp..-Opposed to contrary belief, the fingerprint scanner on the back is easy to reach and is very responsive.-Battery life is very good, also charges very quickly with the included Fast Charger.-Has Video Enhancement and Game Enhancement modes for when you need extra brightness, performance and screen resolution...Cons:.-Feels very delicate (easily solved with a case).-Glass on the back so it is a fingerprint magnet (easily solved with a case).-Bixby Button can be confused as Volume Down button, also Bixby software is not the best at the moment but it is a new product and has lots of potential...Overall great phone and great experience so far. Would Recommend!.",3
5.0,This is the Phone of the Decade,"January 25, 2018",1,"I am honestly astounded by how beautiful and advance this phone is. Coming from an iPhone 6s, this is truly an upgrade worth getting for the price...Firstly, the screen is absolutely the best you can get on the market on any phone right now. It has a beautiful 5.8"" Quad HD+ Super AMOLED (2960x1440 resolution). This makes the colors, contrast, and blacks more vivid and pure.  The pure black is pixels turned off when they aren't needed. This gives an amazing black color and helps a bit with the battery not needing to display extra pixels. The screen also employs Samsung's ""Infinity Display"". This creates a nearly bezel-less design on the front screen which gives can provide more information on the screen. They have removed their physical buttons, but it's really noticeable after a few minutes. A feature that I have come to use quite a bit (with widgets and fast opening of certain apps) is the Edge. I am very glad they've introduced the Edge screen onto the regular S series. If you don't prefer it, you can also turn it off. Samsung has also added an Always On Display. This shows the date and time along with notifications you receive. This doesn't consume hardly any battery life (with only losing around 1% an hour)..Software: Out of the box, it runs Android 7.0 (Nougat). It also does come with Samsung's 'controversial' TouchWiz skin. However, they've greatly improved the experience and fluidity of the software. I have not noticed any lag with using it for some time now. It's responsive and I personally enjoy the look of it. You can always download different launchers to your liking. S8 users should be able to get Andriod 8.0 (Oreo) within early next month...Hardware: this phone sports 64gb (along with MicroSD slot of up to 256gb of expandable storage) and 4gb of RAM. I am really happy with the amount of RAM and space that's offered. With my iPhone, I've always had to load up the pages I was on again due to the low RAM, along with the very disappointing 16gb of Space (12gb in usable). This limited to using my old phone for daily news and chat apps, while hardly being able to play many games. This is definitely not an issue with the S8! I've downloaded many things that I previously couldn't and I still have a beast amount of storage left. It's also IP68 certified dust and water resistant...Charging: I love the Adaptive Fast Charge that Samsung offers for their products. It charges my phone quickly without it getting hot. The battery capacity is 3000mAh and fast for hours. I can go around 4-6 hours of Screen On Time while going around 12 hours in general. I am very happy with this as regular charging seems quite dated to have it on any (premium) phone...Camera: This Camera is truly beautiful and very detailed. I am surprised by how much I am using it. The photos are clear and crisp all with just one snap. Selfies are also detailed and great to look at. 8MP AF for Front and Dual Pixel 12MP AF for the Rear...Security: The S8 employs two different biometrics for unlocking your phone (along with the regular number/line password). The one we've known for some time is the fingerprint scanner (to which they have moved it right next to the camera. This is not a preferable location as I do hit the Camera often) and the new Iris scanner. The Iris scanner has been quite convenient, though you do have to be a bit close (and in light) for it to work...Voice Command: Samsung has added a new 'Bixby' to their phone line that is to be used similarly to Amazon's Alexa, Apple's Siri, and Google's Assistant. There is a dedicated button on the left side of the phone that allows for Bixby to hear your voice for your questions/command. This button will also open Bixby home, which shows some news, events, personal widgets, and Bixby 'levels'. That is right, you can increase the levels gained on Bixby by using it and helping it with feedback. This doesn't lock you behind any level requirements to use it to the full. This only allows customization unlocks. This has been a controversial feature so far (as many find it unnecessary), though I have been fairly enjoying it. I really use it for screenshots. If you don't prefer it, there are apps to redirect the Bixby button to use it for other apps...Overall, the experience is astounding and I wouldn't trade it for anything else really. This is a phone that will feel premium for years to come. If you're holding out, don't wait! It's an experience unlike any other...NOTE: I have covered the broad specs of the S8, however there are also smaller details that you can view on Samsung's homepage if you want all the specs and information..",2
1.0,Great hardware but two things that make it terrible,"January 22, 2018",1,"Great hardware but two things that make it terrible. Software especially phone dailer is terrible compared to stock android. You have to have a separate app just to check your voicemail with the S8 vs a Pixel where it is included with the dailer and a breeze to use. It may not sound like much but spending extra time going to that app wastes a lot time over time.  Also that bixby thing is terrible.  They won't let you turn it off without a Samsung account that they use to track you.  It pops all the time but after a while you figure out how to get it to stop saying ""hello, this bixby"" and then you learn how to get it stopped right away. Once again a big waste of time but at least it becomes less of a pain.  But really, why put up with any pain when this phone costs over $600?  Skip it, keep your old phone if it still works or buy something else.",4
5.0,Great product. Great phone. Great company.,"November 25, 2017",1,"I have had my Galaxy S8 for a little bit now and it has been great so far! I love how fast it is. I love the little things about it. The screen is absolutely phenomenal with the curve and screen to body ratio. The fingerprint scanner is great and I know majority don't like the position but for me it works amazing. It fits well in the hand and the cases feel just as nice. Luckily I have not dropped it yet so I hope if I ever do that it withstands the drop that would most likely be out of my pocket or about chest height. Switching from a Galaxy S5 to this S8 was a big change for me and I am glad I made it. Anyone who is thinking about getting this phone, I would say do it. It has everything you could want and more. I was torn between this and the Pixel 2 and they both have almost the same internal hardware but this has a 3.5mm headphone jack. You can't beat that because most companies are now doing away with it. I love not being able to plug in a dongle if I want to quickly listen to music or watch a short video. Honestly, I know I am bias towards Samsung products but everything I have had and also my friends/family have are amazing. They made great phones and appliances. Everything they make is top of the line and that's just the truth.",3
4.0,The literal definition of a glass cannon,"August 22, 2017",1,"First let me get this out of the way: This phone for the most part is awesome. The specs are beastly, the camera is among the best in class, the 1440p bezel-less curved display looks amazing, and the features this phone has is vast and actually useful in everyday usage. But while this phone is objectively one of the best out right now, it is also one of the most fragile. The backglass on mine broke within a week of usage and I actually had to replace the backglass in order to fix this. To put it in context, the only other phone glass that I have ever broke is the iPod Touch 4th gen, and I had that for nearly 2 years of usage before that happened. This is not a durable phone in the slightest, and I would highly recommend getting a case or skin for it if you plan to get this phone. Outside of that, this is a great phone and I'd recommend it assuming you are cautious enough to avoid issues",10
5.0,Excellent,"August 29, 2017",1,Love it...it works on my verizon sim card as well as wth my sim card from the Philippines..the camera is so clear..thanks amazon for fast and safe shipping,13
2.0,Verizon phone!,"January 8, 2018",1,"The phone I received from this Amazon seller is an unlocked Verizon phone.  It may or may not have been ""unlocked by Samsung"", but that claim is certainly misleading as it leads you to believe that you are receiving a generic universal phone.  Verizon is CDMA, the other more common carriers are GSM and they are not compatible, though some phones offer some of the frequencies of both types.  When I put my AT&amp;T; sim card in it, it seemed to work, but the display came up with a Verizon welcome page and there was an annoying ""not a Verizon sim card"" error message in the notification tray.  You could force the error to go away, but it always came back when you powered up the phone.  I did not trust that I would get true GSM performance out of a Verizon phone and might experience slow or degraded performance due to a shortage of available frequencies so I returned the phone and ordered a true unlocked generic phone directly from Samsung.  It cost more but the peace of mind is worth it.  For over $700 including tax you shouldn't have to put up with nuisance messages in your new phone, potentially degraded performance or deceptive advertising...1/11/2018 -  Received my new phone that I ordered from directly from Samsung today.  It is a true generic phone without any carrier software installed and very streamlined.  Now that I have seen what a new phone should look like I can also add to my original review that the phone I received from ""Electronic Deals"" via Amazon was NOT a new phone, or had at least been previously opened because it was missing a few of the accessories were included with the phone I received today and it also had fingerprints all over it. I recommend paying the extra $75 and getting a truly new phone that is universal directly from the Samsung store..",2
5.0,Often Imitated ... But Never Duplicated,"August 25, 2017",1,"Wifey's an Apple-Head ... I'm Team Samsung ... the debate continues.  She recently upgraded to the iPhone 7 Plus (Red Special Edition) ... &amp; it's 'nice' ... but when I received my new Galaxy S8+, I was instantaneously reminded of the style, quality &amp; excellence that only Samsung can deliver.  It's not even close...* FYI ... I purchased a Verizon Prepaid SIM Card, as a suggested add-on through Amazon after adding the phone to my Cart.  The Verizon SIM Card is a 'Verizon Wireless SIM Kit Prepaid Sim Card - (Moto G &amp; Any Verizon Branded Phone)'.  When I attempted to activate the phone w/ SIM Card through the Verizon Wireless website, the activation would not complete &amp; Verizon claimed I needed a 'Samsung' SIM Car Kit.  However, my wife completed the activation steps that accompanied the SIM Card Kit (the instructions on the packaging), &amp; the activation completed flawlessly..",3
5.0,"Great phone but careful, it not technically an Infinity Display.","September 20, 2017",1,"I will simply add to the ""I love it"" category but I do want to add something that might not be known. Samsung is a bit deceptive in their advertising of this phone. The infinity display is NOT really infinity. Notice they overexpose the edges on the image shown for this product. This is to hide the fact that the display does not really go from edge to edge. It goes over the curve slightly but there is a noticeable edge around the display. It is not technically an Infinity display. That's a bit of a letdown, but not a game changer for me in saying I still love the phone. Mostly because the camera is great and the battery is sick, that is awesome.",2
5.0,Pretty and sleek,"August 1, 2017",1,"I love it.  It works like a charm.  I just wish they kept the LED notice lights where I could program the different apps and callers with as with the older versions.  You should download the Google keyboard, I kept hitting the period button instead of the space bar with the key board that it came with.",11
