Rating,Title,Date,Verified Purchase,Body,Helpful Votes
1.0,Received Fake iPhone.,"November 29, 2016",1,"Be warned! The product that I received was fake. The product was marked ""new"" but everything was dirty.  Product boxing does not match Apple fonts/colors. Everything feels cheap. The phone's body feels like plastic.  Easily scratched it with my thumb nail. Earphone plastic case has scuff marks all over.  It's a fake product. Searching for the serial number using checkcoverage.apple it comes up as an iPhone 5.",16
1.0,An Unbelievable Scam,"February 2, 2018",1,"After only seven months of buying this phone it completely goes out on me.  Totally dead.  I had to take it today to some far away Apple Store to have it properly diagnosed and fixed, praying it was just a battery issue.  It was a hardware issue.  This ""new iPhone""  of seven months, according to the Apple employee, is actually three years old, and had been previously purchased by someone else through a Verizon store.  And it had been opened and repaired too.  I can't believe Amazon sells such a scam to its customers.  I want to be fully reimbursed for this product.  Buyers, beware.",3
5.0,Great company!!,"May 24, 2017",1,"I was very concerned about buying an unlocked phone because of the horror stories I have heard, but my cell service provider was out of stock on the phone I wanted (this one) and the price was very high.  This phone was brand new, my service carrier had no problem setting it up.  I have had no troubles with the phone at all.  The phone came on time as expected.  I recommend this company to anyone who is trying to find a phone that your carrier charges way too much for.",5
2.0,No LTE.,"September 3, 2017",1,"Could not get 4G LTE to work, Checked with AT&amp;T; several times to talk to multiple agents and with Apple but no JOY...Plus battery was very flaky. Sometimes it would hold a charge for almost a day and sometimes it wouldn't last 6 hours. Sometimes  it would say (for example) 70% battery and a few minutes later it would say 35%, then plug it in and immediately it would again show 70%...The seller of this certified reconditioned phone is trying hard to market iPhones at a reasonable price.  Dealfisher is ready to refund and gave me an extra credit for my trouble.I did purchase another iPhone from Dealfisher which I finally got to work. It also had a 4G LTE problem. Looked at the internet and found an answer that worked. Buy a another SIM card and turn cellular data on and off three times. Bingo!...",2
1.0,Don't buy! Please read!,"July 11, 2017",1,"Do not get this phone please please I'm telling you, the price may fool you but the phone is terrible it freezes, glitches, the battery is bad, and doesn't have a serial number so you can't fix it at Apple or any other stores. Listen to my warning please because I am currently in the process of buying a new iPhone",5
1.0,keyboard will start typing on its own and bad battery. Didn't find any warranty,"February 3, 2017",1,"Bought for xmas gift and it's already popping up with different applications, keyboard will start typing on its own and bad battery. Didn't find any warranty. :-(",5
5.0,I got really lucky with this one...,"August 27, 2017",1,"great phone for a really good price at Deal Fisher..Of course there is always some risk when buying refurbished (not new) items, and there are many negative reviews out there..However this iPhone looked only slightly used, i.e. it was accurately described, and battery life is also good (not new but also not too far from it)..This is not a review for the iPhone 6 itself, as there are heaps of other reviews for it already, but all I can say is that it is still one of the best smart phones on the market overall (I did use an Android phone before, but then switched to Apple, as it ""just works"" better overall... (but some drawbacks still exists, namely not to be able to directly transfer e.g. MP3 files to it... I use the work around via Amazon music which also lets you download your own music on to the device, via cloud service.... it is a bit more complicated but ultimately it works)....",2
1.0,THIS PRODUCT IS NOT SOLD BUY APPLE!! IT ...,"February 12, 2016",1,THIS PRODUCT IS NOT SOLD BUY APPLE!! IT IS A SCAM!! IT DOESNT DESERVE ANY STARS! I BOUGHT THIS AND RECIEVED EVERYTHING BUT THE PHONE,436
1.0,"Ok that was my bad, but last week I realize that the phone ...","August 24, 2017",1,"On December 2016 I bought an Iphone 6, I did not realize (because it was written in small letters somewhere down in the product description) that the telephone was refurbished. Ok that was my bad, but last week I realize that the phone screen was lifting from the case (I have never let the phone dropped) I took it to the apple store and they told me the telephone was refurbished and there were some pieces missing like some screws, and the screen was lifting from the case because it was CHINESE  and not an original piece from apple...I am already upset because the telephone was not what I expected but in apple store told me that every telephone refurbished MUST be with original pieces and working perfectly. Also there is a problem with the charging pin so sometimes don’t  get the charge  and it damages  the ORIGINAL  CABLES..WHO IS GOING TO RESPOND FOR THIS FRAUD????..",2
4.0,Personally great,"June 10, 2017",1,Very good for the price I got mine for 200$ has some scratches on the housing a fray in the screen that can only be seen from a 90 angle view down from the top of it the mute button doesn't work which was the only flaw unmentioned in the statemeant of its condition i wouldn't say it was a perfect purchase but it was a great one I don't regret and I had opened up the iPhone and everything was apple original however I myself have bought an updated jet black housing with an apple logo that lights up white and transferred all the parts and works great even replaced the button with a non apple part and that fixed that the changes I made were about $20 but that was money I just spent to make it unique that most people don't do but over the whole thing was set and had an amazing prize I can't complain to much for my personal experience,2
1.0,EBWireless has terrible customer service.,"July 17, 2017",1,"EBWireless has terrible customer service...We purchased an iPhone in December 2016, but it began having battery issues about 4-5 months later. We figured it was a problem with app usage or something software related. However, after trying several methods, such as closing open apps, deleting facebook, etc. the battery problems persisted. The battery issue got so bad that the phone would shut down within a few minutes if it was not plugged in. It essentially turned into a corded home telephone...The description of the product stated the phone had been thoroughly tested and inspected and was determined to be ""100% fully functional"" as determined by their ""experts.""  Given that representation, I felt I would be in good standing in returning the phone because it obviously had a defect which rendered it nearly worthless. We did not pay $430 to rent a cell phone for 5 months, which then turns into a corded telephone indefinitely...When I contacted EBWireless about the issue, I received a one line email response: ""Your item is out of warranty."" Nothing else. No greeting. No contact information. Not even a name. When I followed up to insist, here is the response I received via e-mail:..""We do not sell defective phones, you used the phone for over 7 months. Warranty by Amazon's return policy is 30 days but sometimes we give exceptions. Also this item was fulfilled by Amazon not by us, we can not help you.""..Nice...Anyway, I was able to get a full refund from Amazon, so that's nice. Now we need to buy a new phone.....",2
1.0,Not buying smartphones on Amazon ever again,"May 23, 2017",1,"I got the phone on November 2016. By December the volume down button had stop working and is I don't live in the US I thought it was more of a problem to get it shipped back for a return. Today, May 23rd/17, the home button stopped working all of the sudden. I take very good care of my things and it has always had screen and case cover on. This is either a disposable phone or this company is selling the phones Apple says they are not good after 30 days... being that the time limit for their ""warranty"". I've learnt my lesson: buy it at a place that is willing to offer 1 year warranty.",1
1.0,Battery was corrupted,"February 26, 2018",1,"When I got the phone I immediately charged it up. It charged to 100% and then I began to use it. The battery only lasted less than an hour and it died at 54%. At first I thought the app I was using crashed the phone. Eventually, I realized it was the battery when the phone progressively died with less and less battery usage. Eventually it got to the point where it would die if I took it off of a charger. I tried solving my problem by buying another phone from this seller. Of course that phone had problems too. It was unable to connect to anything. It couldn't read my sims card or connect to the wifi. I sent that one back but I kept the original phone. I was undergoing a real time crunch. I was about to go away on a trip and needed a working phone. I finally decided to take it into the Apple Store to see if there was anything they could do. Returning this phone would have been even more of a hassle and like I said, I needed a phone for my trip. The Apple Store ran a diagnostic test and confirmed that the battery was completely non-functual. They said they could quickly replace the battery with a new one for $80. When I bought the phone I thought it had a warranty, but of course, since I didn't buy the phone DIRECTLY from Apple, it had zero warranty with them...I wouldn't buy a phone from this seller. Just spend the extra money and get your phone directly from Apple. You will save yourself time and the hassle. You might even save yourself some money...",0
1.0,Apple iPhone with other pieces in it!,"November 6, 2017",1,"Today, after many weeks with overheating and battery problems, a cracked screen made me go the Apple Store. There, I found out that the screen was not an Apple screen...During the iPhone's analysis, the Genius concluded that - and I quote - ""this phone is has been tampered so much, that it's far from an iPhone"". It had many false parts, and there were a lot of stickers in Chinese inside the phone!! There were pieces missing, and the piece that makes the phone vibrate had 2 screws loose. He stated that there were so many pieces (including the screen) that were NOT Apple, that there was absolutely nothing that could be done through the Apple Store!..Now, this phone - as it states on the receipt received after the purchase - was ""Apple iPhone 6 16 GB Factory Unlocked -.BRAND NEW - SEALED !!!"". Therefore, I demand to have my money sent back to me, because this is FAR from what was agreed!.",1
5.0,I bought the phone for my son. He just ...,"April 20, 2017",1,I bought the phone for my son. He just cant seem to put the phone down. He loves the fact that its an upgrade from his previous one.,5
1.0,DO NOT TRUST,"February 4, 2017",1,"totally untrustable company, my iphone was not new and the speaker isnt working correctly i cannot listen to music alarms or phone calls if im not wearing earbuds or headphones... never refunded because didnt have the time to do so because of work!",5
1.0,"So I took it to a technician and he show me the fake parts that the phone have like battery, display and several missing screws","April 12, 2017",1,"I bought this phone in november and it was working find, but then I tryed to remove the screen protector and the display went off too.... So I took it to a technician and he show me the fake parts that the phone have like battery, display and several missing screws. I strongly recomend not to buy from this guy.",4
4.0,the PHONE does seem to be NEW and WORKS FINE as well as LOOKS GOOD,"August 13, 2017",1,"Bought a New iPhone 6, 16 GB, Unlocked From Fiestacellphonestx. The phone seems to be new, but it's clearly repacked and the box, envelope with documents inside and plastic wraps on elements in not genuine (THATS FOR SURE)..BUT, the PHONE does seem to be NEW and WORKS FINE as well as LOOKS GOOD. I hope it's not fake or refurbished, because I am going to keep it regardless to the downfalls described above. Overall POSITIVE feedback to the seller and the item..",1
1.0,Phone Received Was Fake,"April 20, 2017",1,The iPhone that was delivered was a fake that passed for a real one. The main tipoffs were that the content inside made a sound like they were moving around when I used the phone; the serial number on the outside corresponded to the serial number for an iPhone 5s and not an iPhone 6; the camera quality was extremely poor; there was no iCloud integration.,2
1.0,"Don't buy from them, fake products...","May 15, 2017",1,"There was no warranty along with phone and the charger was faulty since the beginning ( I bought a new charger) and charged phone sufficiently and turned it off. When I took it out it was extremely hot and screen was appereared dead and I tried to turned it on but, it shows no response at all...  wrote so many messages and never got single word from them..Paid $514 which is a big money and its look like I throw out money in a garbage...thank you for never replying me and ripped me off..",1
2.0,I am really disappointed!!!!,"June 29, 2017",1,"I've bought this Iphone as an brand new Apple. It comes looking like a brand new product. From the box to the device appearance, the charger and the headphones, But it has been not been an ""Apple"" experience at all. I've had 2 Iphone before. With less than 3 months of light use, it started to seriously bug.  I am thinking this Iphone is not brand new... I'm going to take my Iphone 6 to review to an apple store in my country to verify if this is really a new or rebuilt device. This iphone fries frequently, other times it keeps blinking and turns off and turns on the screen ... incredible I have to leave it until the battery is finished. I live in Dominican Republic and I buy it through Amazon because I believe in this online store but I think this can be a fraud.",1
1.0,I loved it at first until it immediately started to freeze ...,"November 12, 2017",1,"I loved it at first until it immediately started to freeze and would not let me unlock it. Even if I managed to get it unlocked after rebooting and waiting now DAILY it won't even click on an app that I am trying to use. It just opens random apps and will open up my messages and random letters or emojis will start typing. It wasn't a big deal at first because it was occasional but now I can't even get into my phone for the last couple days. I am extremely disappointed and will be contacting seller for a refund. Might as well use the money to fix my iphone 5 screen because other than the screen, I've had no issues with that phone and have had it for years whereas I have only had this one for not even a whole month. Lesson learned, NEVER BUY A REFURBISHED IPHONE!",1
1.0,This item was advertised as brand new. Received the ...,"July 12, 2017",1,"This item was advertised as brand new. Received the phone packaged as though it was new. Phone did not work, took it to an Apple Store and turns out the phone was no longer under warranty. It was used and old. Out of pocket $400.",4
1.0,Look up the information and it looks like they are rebuilt because it says it's a gold ...,"February 11, 2017",1,"9 months later, these phones are barely working. Look up the information and it looks like they are rebuilt because it says it's a gold phone version but it's silver. NOT happy and teens are disappointed :/ a big chunk of cash for lemons...DO NOT BUY FROM THIS SELLER. NO RESPONSE. BOTH PHONES ARE GARBAGE AND NOT WHAT THEY SAY THEY ARE :( Took a risk, my bad, out a lot of money and frustrated...",1
5.0,The swap worked and I couldn't be happier. Well worth the money and the seller took ...,"January 6, 2018",1,"Item was exactly how seller described. I am a seasoned iPhone user, therefore i am aware of their battery issues (not holding charge after a year or two of use). Being a refurbished phone, the battery was used before. So there was no surprise when this phone would not hold a charge for more than 6 hours and would die before it reach 50% battery life. I contacted the seller about the issue and they had no problem shipping me a battery swap kit. This was stressful as there were delicate connections that needed to be removed and reconnected later. Luckily i knew to youtube a video walk through of the process. The swap worked and I couldn't be happier. Well worth the money and the seller took care of me. definitely buying my next phone here.",0
2.0,GPS DOESNT WORK,"July 12, 2017",1,"I don't know what to say, it's disappointing to pay hundreds of dollars for something that just doesn't work as it should :/ save your money",4
1.0,"It was a lemon, but hopefully just this phone","December 16, 2017",1,This phone was really a lemon. My son had it for a month and it totally quit working. I am now working with the seller to determine what to do. They are running an analysis on it to see what happened. They have been totally great to work with. I can’t say enough about their excellent customer service. I’m hoping just this particular phone was a problem because I have had iPhones for several years with no problems at all and have loved all of them.,1
1.0,Misleading,"December 6, 2017",1,"Phone was adverstized as ""new"" and on the box, but I knew somethibng was wrong when the iPhone started up without requesting any set up as usual.  Then it would not connect to the AT&amp;T; network. Had it verified by AT&amp;T; that my account was provisioned correctly and even with a new SIM card thinking it may be bad and it still would not connect and all phone settings were correct.  Very disappointed. RETURNED FOR REFUND. Would not buy again from this seller.",1
1.0,Not New and Not Factory Unlocked,"August 3, 2017",1,"This phone was advertised as new and factory unlocked.  It was neither.  When I began to have screen issues two months after receiving it, we took it to an Apple store where they checked the serial number.  It had been purchased previously through Verizon and it was no longer under warranty.  This is a total ripoff.",3
1.0,box no phone,"February 4, 2017",1,dont bro. you will get a box with no phone,6
1.0,It is not Original. Do not Buy,"July 2, 2017",1,"I had bought the new product a few months ago. I used it however today the phone is switched off. I couldn't switch on it. Today I went to Authorised Apple Service and they checked it...The screen was not original. The battery was changed, the keeper of the battery ( original was 3 and 2 of them were broken). The screen was 3rd party as well. For now my whole files are disappeared and the phone does not reply any comment...Do not buy from this seller.",2
3.0,The good news is that it is still under warranty so ...,"July 18, 2017",1,"The phone has been freezing, at first here and there, now constantly.  I am hearing that this is a common problem with iphones however the issue was there from the get go so was not fully brought back to a truly working condition.  The good news is that it is still under warranty so there's that.  It seems to be an issue with their phones in general.",1
1.0,Refurbished parts,"November 18, 2017",1,I bought two of these phones about a year ago at the same time and although I’ve had minimal issues with the phones themselves after taking one into a repair shop for minor work I was told the phones have refurbished parts in them.  This is NOT what I purchased. I purchased NEW phones and that is not the case. After reading through all the since then reviews I should just be lucky I didn’t get playdough in my box!! Buyer beware!!! Take your money elsewhere.,1
1.0,Siri did not work. Also could not hear during ...,"January 8, 2018",1,Siri did not work.  Also could not hear during phone calls.  Took this NEW phone to Apple Store and they told me the Audio was defective.  They also told me the phone was activated November 2014.  Returned phone immediately.,1
1.0,bad,"January 28, 2017",1,"When I got this I was super excited!!! But the battery sucks on it. Every ten minutes it dies(not joking) and it is very annoying. It will be at 100% then go to 1% in 5 minutes. Not sure if this is for every phone, but it is VERY annoying.",3
1.0,BEWARE OF ORIGINAL!!,"July 2, 2017",1,"https://www.amazon.com/gp/product/B00NQGP5X2/ref=oh_aui_detailpage_o08_s00?ie=UTF8&amp;psc;=1..The iPhone battery would go from 100% to 0 in the wink of an eye, literally.Whatever level it was on, would just go from 80 or 70 or 60 to 0 in a trice. Taking it to the Apple Store showed that it had water damage and would need to be replaced fully. CHEATERS&gt; SELLING damaged goods as good...",2
1.0,When moving it sounds a little loose and does not ...,"December 19, 2016",1,"When moving it sounds a little loose and does not light, and the Home button does not pre-order, totally damaged ... Requires change / reimbursement...(Al moverlo suena algo flojo y no enciende, y el boton Home no preciona, dañado totalmente... Requiere cambio/rembolso.)..",3
1.0,Very disappointed,"October 17, 2016",1,"I bought two iPhone 6s and have had trouble with both.  My wife's phone has intermittent wi-if service, even when right next a router (fortunately mine doesn't have this issue).  Both phones have trouble connecting to a power cord--they sometimes don't recognize that the cord is connected and won't charge.  This was the first (and last) time I will buy a smartphone online.",3
1.0,No record of sale for the unit from Apple warehouse - unable to get maintenance support,"December 19, 2017",1,"I had bought iPhone 6 16 GB on November 2016 and exactly a year after the screen cracked. The phone had gorilla screen protection but still cracked when it fell. When we took it to iCare, based on the EMEI#, the representative confirmed that this phone is not supposed to be sold as it had a defect. When we bought the phone, it was not mentioned it is a refurbished or old phone. Now since there is no record for sale for the phone, we are not getting proper maintenance support. Please do not buy from this seller.",1
5.0,No problems now and it works great.,"February 24, 2017",1,At first there were a couple problems but seller walked us through them and offered to exchange if they didn't self correct. No problems now and it works great.,3
1.0,"It is not an Iphone, it is a copy.","March 16, 2017",1,"Be carefull about Thannksgiving..The battery goes down from 60% to 1% en 10 seconds..The cell phone was checked by Apple Store, and they realized that this Iphone has not orignal components.  The battery reports moren than 500 charges..The display in not original..It is not an Iphone, It is a copy.",3
1.0,Beware of h2o,"January 7, 2016",1,"Be careful who u order this phone from h2o, suppliers are China n have sound restrictions on there phones, cant turn off or mute shutter for camera.",6
1.0,Certified refurbished does not mean it works,"January 3, 2017",1,Bought this expecting a functional phone. After getting a new SIM card from At&amp;t; and using the phone it stopped working for more than 30 seconds or so. The issue was very strange the screen would go unresponsive and the colors would bleed. After looking and unlocking the phone it would work again for a few seconds. This is not the quality of product that I would expect from Apple even for a refurbished phone.,2
1.0,NOT NEW - REFURBISHED / USED,"September 1, 2017",1,"I bought this iPhone as ""NEW"". Under the outer clear cover layer the white box was slightly SCRATCHED (?). On the bottom of the box was additional line of text added under the Apple product data. I took the iPhone to the Apple Store for a set-up and when technician opened the phone,.he said that this phone was refurbished and some parts are not the original Apple' parts. I returned the phone back to Amazon..",1
2.0,pool package looks like import from third countries,"April 22, 2017",1,"After I got it, pool package looks like import from third countries. Inside the box lots of burrs, definitely not came from Apple Store. Also don't have apple sticker inside the box. After a week lightly use, I noticed the battery run out very fast, need to recharge very day!!! So NOT recommend to buy it.",2
1.0,Shocked,"March 8, 2017",1,"I bought a brand new IPhone 6, but the seller shipped me an uncertified refurbished one. The screen was replaced by a copy. A technician in an authorized maintenance center told me after some colorful lines began to appear in the screen. Be careful of ""Prime On Digital"". Feeling bitterness to be blackmailed.",3
1.0,it's a fake,"November 16, 2017",1,"the cell phone only lasted 3 days, it came hit, it is used and it says it is new, it is incredible I feel cheated by the seller Quick Dealzz, be very careful when buying it are false",1
5.0,10/10 Iphone like new. Completely functional. I recommend it from this buyer.,"June 28, 2017",1,"This is like a brand new phone, it's amazing and works really good. The seller is Prime Electronics. Also came with a glass screen protector.",3
2.0,won't hold a charge,"October 25, 2017",1,"The phone looks great on the outside and it came in the mail quickly. Though, I don't know why but the battery only lasts for two to three hours which is unfortunate because I don't have the resources to be charging it throughout the day. To last most of the day I have to have the brightness down all the way and put it on airplane mode! This is so inconvenient because my job requires me to check my emails throughout the day. This means I have to buy a new phone, I am very disappointed in this product.",1
1.0,PlayDoh instead of Phone,"June 19, 2016",1,I opened the box to find PlayDoh instead of a phone! Very upsetting! Be careful. I will get to the bottom of this and find out who is the scammer.,4
1.0,Paper Weight,"February 27, 2017",1,"My son purchased this phone. He cleaned out his bank account . Well it worked for about a month. Now, he has a paper weight. These phones have a defect. The solder joints on the board crack, or break. I figured out that if you push on certain areas of the phone, it will work for a short while. It appears that these crooks do this knowing the phone will work for a short while. They sold my son a defective phone, knowing we would chase are tails long enough to let the 1 month warranty run out. Do not purchase from this company. I am also shocked and disappointed that Amazon will Not help you. You are safer with EBay.",14
