Rating,Title,Date,Verified Purchase,Body,Helpful Votes
2,Warning - not a USA version and no warranty.  Do not expect full LTE network speeds.,"October 9, 2017",0,"Warning this is not a United States version and as a result, will suffer limits when connecting to cellular networks in the USA.  While it may connect to some 3G and LTE bands, the most important bands might be missing.  Furthermore, there is no excuse for offering such an expensive device without a warranty.  Please note that USA model numbers all contain the letter ""U"" after the 950 such as SM-N950U.  These are all the known Galaxy Note 8 model numbers:..  _______Galaxy Note 8 Model Numbers _______________________________________.SM-N950UZVATMB, N950UZSATMB, N950UZKATMB  (T-Mobile).SM-N950UZSATMK, SM-N950UZKATMK SM-N950UZVATMK (MetroPCS).SM-N950UZVASPR, N950UZSASPR, N950UZKASPR  (Sprint).SM-N950UZSAATT, N950UZVAAT, N950UZKAATT  (AT&amp;T;).SM-N950UZSAATT.SM-N950UZVAATT.SM-N950UZVAVZW, N950UZSAVZW, N950UZKAVZW  (Verizon).SM-N950UZKAVMU  (Virgin Mobile).SM-N950UZVAUSC, N950UZSAUSC, N950UZKAUSC  (US Cellular).SM-N950UZKAAIO  (US Cricket).SM-N950UZKAXAA SM-N950U1  (Amazon US Unlocked).SM-N950UZVAXAA, SM-N950UZKAXAA  (BestBuy Unlocked).SM-N950UZVATFN, N950UZSATFN, N950UZKATFN  (TracPhone)..  _______NON USA VERSIONS:.  SM-N950W  (Bell Mobility, Rogers Wireless, Telus Mobility Canada).  SM-N9508  (China).  SM-N950F  (Europe) (SM-N950NZKASKO, N950NZKALUO Korea, N950NZKAKTO).  SM-N950FD  (Unlocked Asia, Australia).  SM-N950FZKDBTU (UK).  SM-N950FZDAXSA, N950FZKAXSA (Australia).  __________________________________________________________________________.....",128
5,Received the phone today. The model # is N950F/DS ...,"December 2, 2017",1,"Received the phone today.  The model # is N950F/DS.  Factory Sealed.  Brand New,.  I don't see any different from the one you can purchase from merchant store.  Still playing with this new phone, haven't tested most of the functions yet.",1
1,I lost it and no one returned it :(,"February 26, 2018",1,I lost it and no one returned it :(,0
5,I'm in love with my phone,"January 18, 2018",1,"I'm in love with my phone, Amazon has made me smile all the way. Thank you guys product is just fantastic, came as mentioned.",1
5,The package reach almost 1 week in advance it was ...,"January 8, 2018",1,The package reach almost 1 week in advance it was a plus because i had to travel. I lovee my phonee!,1
5,Five Stars,"February 9, 2018",1,perfect!!,0
5,Its dependable .,"January 25, 2018",1,The Samsung galaxy note 8 Dual SIM International version is a very nice phone . I'm very pleased with this product in every way . Functionality of it fits my everyday uses and the stylish appearance is on point .,0
5,Five Stars,"January 28, 2018",1,Muy bueno,1
5,The best of the best,"February 16, 2018",1,I'm writing on it.... Es a powerful smartphone!!! The best of the best!! Amazing!!!,0
5,Camera,"February 7, 2018",1,"Marvelous, wonderful!!",0
5,Five Stars,"January 5, 2018",1,wuv it,1
5,Five Stars,"February 25, 2018",1,The perfect smartphone. It came brand-new with everything in box as expected.,0
1,No phone in the box,"February 26, 2018",1,I received only a box no phone I'm not paying $800 for an empty box.,1
1,One Star,"February 23, 2018",1,Pissed. Package was delivered with the charger and the earphones...but no phone in the box!!_Ÿ˜ _Ÿ˜ _Ÿ˜ _Ÿ˜ ,2
5,Five Stars,"December 22, 2017",1,"Love the phone is awesome, great delivering time and perfect boxing",0
5,Five Stars,"February 15, 2018",1,so far its the best phone I ever owned. absolutely in love with it.,0
5,Five Stars,"January 30, 2018",1,Excellent product and excellent seller. I recommend them without reservations!,0
5,Five Stars,"February 14, 2018",1,Excellent phone. Best camera ever.,0
5,Five Stars,"February 14, 2018",1,Great device!,0
4,very good,"February 15, 2018",1,very good,0
5,Five Stars,"December 12, 2017",1,Great phone!,0
5,Five Stars,"October 21, 2017",1,Good phone,2
5,Buy your next phone from NGP.,"November 19, 2017",1,"Phone is brand new and is in the expected top condition. Thank you, Samsung for letting me type this review on the king of all smartphones..Also, a SPECIAL thanks to NGP for including the international adapter on top of the already decreased price. Awesome job..",1
2,"the phone is fine, but i don't have what i want","January 15, 2018",1,"the phone is fine, but I do not have the headphones that should come with it, nor the original charger, nor the adapters, nor the manuals, nor the box. I did not like that at all.",2
5,Five Stars,"October 26, 2017",1,EXCELLENT SELLER! WORKED PERFECTLY!!!!,1
5,Five Stars,"September 28, 2017",1,best phone ever,2
5,Performing as advertised!,"October 18, 2017",1,"Received 2 days ago. So far, performing as advertised. Prime real estate on the screen. This is my first android phone so we will see how it goes from here.",1
4,Four Stars,"November 14, 2017",1,"Very Good phone, to expensive.",0
5,Five Stars,"December 11, 2017",1,"Excellent phone is dual SIM, great camera, loads of features.",0
5,Five Stars,"December 30, 2017",1,Very nice phone,1
3,I like the outlook of the phone,"December 25, 2017",1,I like the outlook of the phone. But there is something wrong with the LCD. Sometimes it freezes. There is something like a stain on the top right corner of the screen like a leak or something I don't know. It is just anoying.,0
5,Five Stars,"October 2, 2017",1,Awesome phone...no problems with battery life so far.,5
5,Five Stars,"October 27, 2017",1,Good Job,1
5,Five Stars,"November 10, 2017",1,great phone,1
5,Great all around,"December 4, 2017",1,Loved the phone worked great and has amazing display and camera,0
5,https: //www. amazon.,"January 26, 2018",1,https://www.amazon.com/dp/B07255GLZ9/ref=cm_cr_ryp_prd_ttl_sol_1,0
5,"It's a great phone, I switched over from IOS","October 24, 2017",1,"It's a great phone, I switched over from IOS, greatest decision ever made. Apple's recent products very disappointing, Apple died when Steve Jobs passed away.....nothing great been launched since then....",3
2,Don't buy,"October 18, 2017",1,Stuck on 3g. Won't connect to at&amp;t; 4g or LTE networks. Entered all the correct APN settings.,10
5,"Factory fresh, fast delivery!","September 25, 2017",1,"Came 1 day early! Product is exactly as described, very nice! Great place to purchase smartphones!",3
5,Five Stars,"September 24, 2017",1,It is what it says it is. Arrived earlier than scheduled. Thanks.,3
1,"Its a nice phone, but d keyboard didnt function well","November 9, 2017",1,"Its a nice phone, but d keyboard didnt function well, constantly drop out while typing. Got no time to return d item with a risk of 20% restocking fees.",5
5,Better than US Carrier Note 8's,"January 18, 2018",0,"Better than USA models.1. Unlocked.2. Dual Sim slots.3. Unlike locked US carrier phones, you can take this phone to Asia, Europe, South America.......and it works..4. It actually has more cellular bands than US Phones..5. Not filled with US Carrier bloatware apps.6. Yes LTE works just fine on AT&amp;T; and T-Mobile, Straight Talk....etc.7. Remember it's GSM......forget Verizon, Sprint.......",6
5,both ZDNet and Forbes reviewers said it was the best phone for business use compared to the IphoneX,"November 22, 2017",0,"I had held off buying this phone because of some reviews on the battery life. However, both ZDNet and Forbes reviewers said it was the best phone for business use compared to the IphoneX. My phone company gave me a 50% off deal and so I bought. Glad I did! The battery life has been great. I easily get through a 24 hour period with no more than 75% of the battery life used up. On light days I can get 48 hours of use before hitting the 25% left notice. Don't listen to those people saying they only get 4 hours. The only people getting that kind of result are doing a lot of streaming and game playing and there is no phone out there that will go more than 4 or 5 hours doing that. The Spen has become a good business tool for me and I'm now doing business on the phone I used to reserve for my desktop. One person I know bought one and he has now ditched his Ipad for the Note 8 when he is on the road. So far, best phone I've ever had.",4
4,International model Note 8 not serviceable in the USA,"December 6, 2017",0,"While choosing dual sim clearly shows international version in the product title, the single sim version doesn't however I can confirm it is an international model. I purchased this sold and shipped by Amazon (not third party) and received a brand new model SM-N950F phone. Given how delicate the phone is, warranty is important to me. While I was informed it would be covered by Samsung's 1 year warranty even with it being an international model because I purchased it from an authorized USA dealer (sold and shipped by Amazon),  I ended up returning it. Why? While Samsung support will say the phone will be covered under warranty, in practice you won't be able to get it service as the Samsung repair centers won't touch international model phones. Call the actual Samsung phone service centers and ask. It sort of makes sense since they won't have all the same parts the international models have. If you can live with the risk of no warranty and it not being serviceable in the USA by Samsung repair centers, it's a fine phone.",3
1,Not meant for network carriers,"December 29, 2017",1,"I give it a 1 star, not because of the phone but because of the crappy description... this will not work on Verizon or similar networks... it's not the right version...",5
2,device came in good condition however upon powering it on,"December 4, 2017",0,"device came in good condition however upon powering it on, it started with the safe mode on and provided the technicians data and commands that no customer would like to see on a new phone!! a reboot cured the problem! does not work with the wireless fast charger i bought from samsung!!",2
2,I wouldn't recommend this to anyone who wants the new Note8 or ...,"October 24, 2017",1,"The only plus to this package was the fact it arrived a week before intended schedule. The downside to it all is the fact that it is a used phone. It's not new and nowhere does it say in description about it being a used phone. I wouldn't recommend this to anyone whois under the impression of the new Note8 or any new phone in general. I'm not one for refurbished phones and never will be. It is however GSM compatible, for AT&amp;T; and T-Mobile, but not CDMA (Sprint, Verizon, etc). WiFi calling is not an available feature, so I do apologize for stating otherwise.",13
2,Terrible customer service,"February 15, 2018",0,"This review refers more to the manufacturer. I tried purchasing the phone through the Samsung website twice using financing. Once the order is confirmed, there is no further communication from Samsung. When I called a week later to check on the order status, they say there is a problem with the bank. I called the bank and they say the problem is with Samsung because everything is fine on their end. So I had to cancel the order and place another one. The same thing happens. Once I receive the order confirmation, there is no further communication from Samsung. I called after a few days to check on order status and once again they say there is a problem with the bank. Is it really that hard to send the customer an email like the terms specify when there is an issue? Sheesh. Zero stars for Samsung order support. Four stars for the phone specs.",0
5,Five Stars,"December 28, 2017",1,Love this phone and color unbelievable clearity,1
1,Screen broke after a 5 INCH FALL,"December 1, 2017",0,"Extremely fragile. After only 6 days of use it fell from my hand to the table (about 5 inches) and the screen cracked, part of the screen went green and stopped working. What about the ""gorilla glass""?? What kind of ""gorilla glass"" can't resist to a 5 inch fall? Samsung has charged me 430 dollars (in Brazil) to Fix the damn thing..DON'T BUY IT!!.",32
1,... number wasn't even registered through Samsung was a scam waste of money don't buy from this,"December 10, 2017",1,didn't work and the imei number wasn't even registered through Samsung was a scam waste of money don't buy from this seller,3
5,Better than Apple,"November 6, 2017",0,"It is a great phone and I switched from Apple to Samsung and I was surprised that it would be better that my iPhone 7+ it has a better camera, a stylus, and so many features that makes it better",0
5,Works as expected. Tho since this is a N( ...,"November 24, 2017",1,Works as expected.  Tho since this is a N( North Korea) version. Samsung pay will not work in the US.  Tho I do have oem lock available in Dev options.,1
5,It's a winner!,"October 29, 2017",1,To soon to tell. So far I love it and learning something new everyday.,1
5,Great phone,"November 4, 2017",1,Phone works perfect on metro pcs,0
5,It's the best,"January 2, 2018",0,love this item!!! wish i could get one for my Youtube video,0
5,Love this phone,"November 5, 2017",0,Awesome phone,0
5,Great Service,"November 30, 2017",1,"I received the item very promptly, an entire day before it was to be delivered. The phone itslef works well and has no issues to date.",1
5,Five Stars,"December 27, 2017",1,Everything perfect!!! the service and the product. I recommend!,0
3,"Take into account that in the dual Sim module, ...","October 4, 2017",1,"Take into account that in the dual Sim module, while using both Sim cards,  there is no possibility to use micro SD card and you phone has a limited memory",8
3,Three Stars,"October 4, 2017",1,Good but got a litle disapoited because IPHONE 8 its so much better. Nothing to complain about the store,2
1,"Looks Nice, But Garbage","October 22, 2017",0,"Returned it the next day and apologized to Apple, seriously. This is like China saying they have new revolutionary transport system called a bus and it is in every way better than American bus, but when you get on it, it stinks, full of sweaty people who donâ€™t use deodorant, and the air conditioner is broken, when you get on one of these busses you feel like you owe American busses an apology, this is the same thing I felt when I tried this phone, it is so convoluted, it looks amazing, but everything is wrong, there are no mechanisms in place to new for you like on i[home where everything is preset just perfectly... Every app you download has its own cloud storage, every app has a monthly subscription and registration, if you donâ€™t sign up and pay you will be bombarded with ads, each of these apps wants access to your entire phone like contacts, pictures, camera, microphone; otherwise you cannot even install the app, there is no privacy like on iPhone, i was absolutely horrified when I tried this thing, absolutely appalling, and customer service is absolute and utter garbage...Happily went back to iPhone and will never even dare trying android ever again, this phone costs as much as iPhone but processor is 2 generations older than iPhonesâ€™s, even an old iPhone beats this phone in multitasking, encoding video, 4K 60fps video, image quality, this phone is garbage.....",15
1,"BEWARE, I got a freaking FAKE phone.","July 12, 2016",1,"I bought this phone from Amazon.com LLC (no some marketplace store).  I payed $680..AND, When I opened the box the phone looked cheap and fake, but when I opened the battery box, I realized that I GOT A FAKE PHONE..The box seemed legit, but seriously the phone only a shell and inside only had a piece of metal to give it some weight..Amazon is going to do a replacement but how can this possibly happen?.Unbelievable!  A F@#$@#ing FAKE phone.",263
5,Best Phone currently on the Market - Includes International Version Details,"March 30, 2016",1,"I bought the Samsung Galaxy S7 Edge G935F in Black from this product page a week ago...A lot of people have asked questions about this particular international version so I'll answer some of those first. For starters, the one I got was the english edition for the Saudi Arabia market (see attached photos, the guides came in english and arabic). From what I can tell, the phone is the same as any other international edition but with different preinstalled apps. Mine came with a SA region specific app ""Shaid"" (seems to be a YouTube-esque app in arabic) that I uninstalled and WhatsApp. Other than that the only remaining bloatware was stock Samsung apps (no carrier apps, thank god), the only other thing I noticed that may be region specific is the S Planner app has a ""Hijri dates adjustment"" setting. Lastly this version ships with a non-us wall charger (aside from the regular stock accessories) shown in my review images. Mine also came with an adapter for use within the U.S., I have tried it and can confirm that it works with fast charging...This phone also uses a different chipset (manufactured by Samsung, called Exynos 8890) than the U.S. version. Reviews I read noted that the phone was actually optimized for this chipset w/ better performance and battery life than the U.S. Qualcomm counterpart (Google it). In the U.S. version the Qualcomm Snapdragon 820 chip is used to support Verizon and Sprint customers whereas this version only supports GSM carriers...To preface the review of the actual use of the phone, I have owned the following devices and used them each as a daily driver for at least a months time: Samsung Galaxy S4 GPE, Samsung Galaxy S5, iPhone 4, iPhone 4S, HTC One M8 GPE, iPhone 6, iPhone 6S, Nexus 5, Nexus 5X, Nexus 6P. The Galaxy S7 Edge has been the most delightful experience of the bunch. I won't go into great detail here but the camera is phenomenal and launches faster than any other phone I've owned w/ a double tap of the home button. The camera's auto focus is super fast and I feel like I'm able to get a capture a lot of moments that my previous phones were too slow to shoot. It's also nice to be able to change the quick launch apps on the lock screen, I have the dialer and snapchat as mine...Continuing a theme of high performance this phone is incredibly fast despite powering a QHD resolution screen. Apps are surprisingly quick to load and multitasking is a breeze (I even found some use in the Samsung's split screen feature). The fingerprint scanner is on par with apple devices (and nexus 6p/5x) although because of it's non-circular shape I find that I place my finger the wrong way more often. The battery is the best of any device I've used as a daily driver, I've been able to get through days of heavy usage like today (unplugged from charger at 5:45am, now at 25% at 9:03pm)...The screen is BEAUTIFUL. Not only is it easy to read even in direct sunlight (something I have seen other devices struggle with) but the colors are vibrant and the screen is huge without making the phone too big or bulky. Perfect for watching YouTube videos and browsing instagram...Lastly a few notes if you buy this phone:.- If you're not a fan of the stock Samsung launcher you can get the Google Now launcher from the Play Store, it's the same one used on Nexus devices and feels smoother than Samsung's launcher..- This time around Samsung decided to give you bigger icons which drove me nuts, search for ""Get more on your Galaxy S7, S6 or Note 5 screen with hidden DPI scaling settings"" from Android authority to get a 5th column on the home screen and smaller UI elements..- ""Edge functionality"" is just okay. The feature feels a bit less than polished because of the weak offerings in the Samsung app store - I have it turned off...Edit 4/8/2016: sorry about the quality of the photos of the actual phone - they were shot with the wide angle lens of my GoPro whereas the other images were shot with the S7 Edge...Edit 4/10/2016: added some higher quality images from my new camera...Update 5/9/2016: I've been using the phone as a daily driver for over a month now. I'm still impressed by the overall gfx smoothness, how fast apps load, and camera performance...Update 7/25/2016: still in love with this phone. I'm honestly not sure what would compel me to purchase a new phone at this point.. I also rooted the phone and changed the emojis to the iOS 9 set with the Emoji Switcher app from the play store. No more guessing when messaging my iOS friends =)..A lot of commenters have asked which seller I purchased mine from: Wireless Everything..",578
1,I bought the phone in April 2016 and worked perfect until October of that year when it started to ...,"January 26, 2017",1,"I bought the phone in April 2016 and worked perfect until October of that year when it started to restart itself and every time, and VERY HOT. There are days when I just can not use it and many others work fine. I contacted Amazon and they told me that it was out of the 30 day warranty but that IÂ¨ll should go to a Samsun Center for the 1 year warranty. I did it and as I live in Ecuador, South America, I took it to the authorized center and they told me that the problem should be that it has to be update, it but they could not do it because the phone is from Egypt !! And that only in the place of origin it can be done!!.So when they buy a phone notice of which zone it is..Sold by: Wireless Place...Now in March 2017 the  cell phone stopped working. For having been bought on Amazon it  had no Samsung warranty and as the damage occurred after the first 3 months, Amazon also did not take responsibility. I lost the $ 750 that it cost me before a year of use..I will never bought a mobile phone in Amazon again..",103
1,Fine Print Fiasco,"August 19, 2016",1,"I purchased this phone for the expressed purpose of developing VR projects for Gear VR and Google Cardboard. I never expected or intended to use the phone features of the device. So I never added a SIM card much less carried it around or away from my office. After a couple of weeks the OS seemed to have crapped out and got itself stuck on some green terminal looking boot screen. Despite all my attempts to force a restart, perform a system restore, drain/charge the battery or whatever Android lets you do by holding in button X while closing one eye and whistling a happy tune, the phone just won't get past that Bootloader exception screen...I'm not an Android guy and since the purpose of the phone was to test apps, the device was required to be as close to stock as possible to adequately replicate the experience someone might have on their own device. By that I mean I didn't ""root"" the phone or mess with the OS beyond letting Android run all those auto updates it seems to do on a daily basis...I contacted Samsung US support and they said my phone didn't exist as far as they were concerned because it was obviously an international device. They told me to determine the country of origin and arrange service there...How convenient...I looked for some type of local resource that can service phones but it appears all that can be done are screen or battery replacements. Anything heavier has to go to the manufacturer...in Spain...or Antartica...or the Moon...I contacted the Amazon Marketplace vendor (Mobiles International LLC) that I purchased the phone from and they we nice enough in their correspondence and said:..""Unfortunately Samsung does not provide warranty service on international unlocked phones. If you sent it to us in Miami, we can get a quote from a Samsung authorized service center to get the phone repaired. It looks like a software issue and should be fixable.""..I FedEx'd them the phone and waited and waited. After two weeks or so I sent them an email wondering if there was any update...""At this time we have not received a quote unfortunately, the Samsung repair center here cannot repair your device because it is not Latin. We have one other option that we are trying. We will contact you as soon as we get a response.""..And waited and waited...till about a month and half had passed and got this:..""We received the unit back from Samsung this week. They returned the unit saying the warranty was void. We have shipped back to your address yesterday.""..Huh? Is Samsung saying that I dropped it in a toilet? Or that I used my considerable phone hacking skills to circumvent their awesome software and install my own custom OS? No idea...So the lesson being, read the fine print. International unlocked phones may or may NOT come with a warranty. And even if you work yourself past that little detail and decide to roll the dice...if something goes wrong with your device there appears to be no recourse to have it repaired...Even if you expect to pay for said repair because the assumption being that a repair would cost less than the cost of a new phone there doesn't seem to be any reasonable way to facilitate getting it fixed. Waiting weeks and weeks to get some vague note about the warranty being void is hardly a workable solution..",369
1,"Be aware, scam","April 13, 2016",1,This phone is a mess. I used to love the first months but now I don't have any signal( I tried 3 conpanies already) and is heaing up and freezing and starting the phone. Also my fingerprins don't work. I can't believe amazon is selling fake phones or damaged phones,20
1,Never Again...,"January 12, 2017",1,Do not trust this provider. I payed for a brand new S7 Edge and I ended up recieving a S6 Edge along with a charger that looks like it's been through a war in some third world country,24
3,Screen FLICKERING,"December 11, 2016",1,Im a die hard galaxy fan but im not made at the phone its self but its hardware 4 months after i got this phone i got this screen flickering glitch. And a week later the screen dosnt work i love the phone but my parents arent getting me a galacy anytime soon,7
4,What are my thoughts of this phone now that I have owned it for three months?,"January 7, 2017",1,"This review is not about the performance of the phone itself, which you can check online with many reputable phone reviewers. This review is about my experience in buying an international version through this seller as opposed to through a carrier as most mobile phone consumers do in the US. Now that I have a chance to use it for close to three months, I can say that it is safe to buy this phone as I had doubt before buying it. It is an international version sold in Asian countries and works as advertised. I love it because it supports dual SIMs and is in gold color, both of which are not available in the US market where I live. The phone works just like any new Samsung Galaxy phone thus far and I am impressed with Samsung's quality. Just so you know, I had the Note 7 prior to this phone and no phone can beat the Note 7, so it was a shame that it was recalled...Here is the summary of my review for this international version of the Galaxy S7 Edge:.Pros:.- Same quality as the US versions.- Unlocked (can be used with any GSM carriers).- Dual SIMs support (or 1 SIM 1 micro flash memory).- Much cheaper then its US counterparts..Cons:.- No warranty (this is a gamble you would have to take). Samsung US will not help you if you ran into issues.- The seal of the box was broken, but nothing seems to have been missing. Not sure why that is.- The charger's plug is not compatible with the US outlets, you will need to get an adapter. I thought his version uses the the US style but I was wrong.....",2
