Rating,Title,Date,Verified Purchase,Body,Helpful Votes
4.0,SAMSUNG Galaxy Note8 64GB... Samsung,"November 15, 2017",1,Didn't come sealed so maybe refurbished?.does work perfectly fine and came unlcoked.,2
4.0,Very nice phone. When I first turned it on it ...,"January 28, 2018",1,"Very nice phone. When I first turned it on it was all in Chinese, I had to randomly clock on things and play with it until my luck hit and the language changed to English.",1
5.0,"Great product, great service. THANK YOU !","October 9, 2017",1,I just received my SM-N950FD. The product is awesome and the service quick. I highly recommend NGP Store.  THANK you Alex.,3
5.0,Five Stars,"December 24, 2017",1,"The best phone in 2017.  Unfortunately, came with UK power adapter.  Other than that, perfect.",1
5.0,Its a legit samsung galaxy,"January 6, 2018",1,Great phone love it,1
3.0,Received different model.,"October 22, 2017",1,"I received a 9500, not a 950FD.  That means it's a different processor and intended for a different region.  This may or may not matter to you. But if you prefer that Samsung Pay not be locked to Chinese only, or the processor makes a difference to you, you may want to look elsewhere...Phone is great, the 3-stars are just for the fact that I didn't get what I ordered...",12
5.0,Gorgeous,"November 22, 2017",1,"Absolutely incredible phone. Came factory sealed and and when I turned it on it was in Korean! Beautiful, works perfect with At&amp;t; .",2
2.0,Warning - not a USA version and no warranty.  Do not expect full LTE network speeds.,"October 9, 2017",0,"Warning this is not a United States version and as a result, will suffer limits when connecting to cellular networks in the USA.  While it may connect to some 3G and LTE bands, the most important bands might be missing.  Furthermore, there is no excuse for offering such an expensive device without a warranty.  Please note that USA model numbers all contain the letter ""U"" after the 950 such as SM-N950U.  These are all the known Galaxy Note 8 model numbers:..  _______Galaxy Note 8 Model Numbers _______________________________________.SM-N950UZVATMB, N950UZSATMB, N950UZKATMB  (T-Mobile).SM-N950UZSATMK, SM-N950UZKATMK SM-N950UZVATMK (MetroPCS).SM-N950UZVASPR, N950UZSASPR, N950UZKASPR  (Sprint).SM-N950UZSAATT, N950UZVAAT, N950UZKAATT  (AT&amp;T;).SM-N950UZSAATT.SM-N950UZVAATT.SM-N950UZVAVZW, N950UZSAVZW, N950UZKAVZW  (Verizon).SM-N950UZKAVMU  (Virgin Mobile).SM-N950UZVAUSC, N950UZSAUSC, N950UZKAUSC  (US Cellular).SM-N950UZKAAIO  (US Cricket).SM-N950UZKAXAA SM-N950U1  (Amazon US Unlocked).SM-N950UZVAXAA, SM-N950UZKAXAA  (BestBuy Unlocked).SM-N950UZVATFN, N950UZSATFN, N950UZKATFN  (TracPhone)..  _______NON USA VERSIONS:.  SM-N950W  (Bell Mobility, Rogers Wireless, Telus Mobility Canada).  SM-N9508  (China).  SM-N950F  (Europe) (SM-N950NZKASKO, N950NZKALUO Korea, N950NZKAKTO).  SM-N950FD  (Unlocked Asia, Australia).  SM-N950FZKDBTU (UK).  SM-N950FZDAXSA, N950FZKAXSA (Australia).  __________________________________________________________________________.....",128
5.0,Received the phone today. The model # is N950F/DS ...,"December 2, 2017",1,"Received the phone today.  The model # is N950F/DS.  Factory Sealed.  Brand New,.  I don't see any different from the one you can purchase from merchant store.  Still playing with this new phone, haven't tested most of the functions yet.",1
1.0,I lost it and no one returned it :(,"February 26, 2018",1,I lost it and no one returned it :(,0
5.0,I'm in love with my phone,"January 18, 2018",1,"I'm in love with my phone, Amazon has made me smile all the way. Thank you guys product is just fantastic, came as mentioned.",1
5.0,The package reach almost 1 week in advance it was ...,"January 8, 2018",1,The package reach almost 1 week in advance it was a plus because i had to travel. I lovee my phonee!,1
5.0,Five Stars,"February 9, 2018",1,perfect!!,0
5.0,Its dependable .,"January 25, 2018",1,The Samsung galaxy note 8 Dual SIM International version is a very nice phone . I'm very pleased with this product in every way . Functionality of it fits my everyday uses and the stylish appearance is on point .,0
5.0,Five Stars,"January 28, 2018",1,Muy bueno,1
5.0,The best of the best,"February 16, 2018",1,I'm writing on it.... Es a powerful smartphone!!! The best of the best!! Amazing!!!,0
5.0,Camera,"February 7, 2018",1,"Marvelous, wonderful!!",0
5.0,Five Stars,"January 5, 2018",1,wuv it,1
5.0,Five Stars,"February 25, 2018",1,The perfect smartphone. It came brand-new with everything in box as expected.,0
1.0,No phone in the box,"February 26, 2018",1,I received only a box no phone I'm not paying $800 for an empty box.,1
1.0,One Star,"February 23, 2018",1,Pissed. Package was delivered with the charger and the earphones...but no phone in the box!!😠😠😠😠,2
5.0,Five Stars,"December 22, 2017",1,"Love the phone is awesome, great delivering time and perfect boxing",0
5.0,Five Stars,"February 15, 2018",1,so far its the best phone I ever owned. absolutely in love with it.,0
5.0,Five Stars,"January 30, 2018",1,Excellent product and excellent seller. I recommend them without reservations!,0
5.0,Five Stars,"February 14, 2018",1,Excellent phone. Best camera ever.,0
5.0,Five Stars,"February 14, 2018",1,Great device!,0
4.0,very good,"February 15, 2018",1,very good,0
5.0,Five Stars,"December 12, 2017",1,Great phone!,0
5.0,Five Stars,"October 21, 2017",1,Good phone,2
5.0,Buy your next phone from NGP.,"November 19, 2017",1,"Phone is brand new and is in the expected top condition. Thank you, Samsung for letting me type this review on the king of all smartphones..Also, a SPECIAL thanks to NGP for including the international adapter on top of the already decreased price. Awesome job..",1
2.0,"the phone is fine, but i don't have what i want","January 15, 2018",1,"the phone is fine, but I do not have the headphones that should come with it, nor the original charger, nor the adapters, nor the manuals, nor the box. I did not like that at all.",2
5.0,Five Stars,"October 26, 2017",1,EXCELLENT SELLER! WORKED PERFECTLY!!!!,1
5.0,Five Stars,"September 28, 2017",1,best phone ever,2
5.0,Performing as advertised!,"October 18, 2017",1,"Received 2 days ago. So far, performing as advertised. Prime real estate on the screen. This is my first android phone so we will see how it goes from here.",1
4.0,Four Stars,"November 14, 2017",1,"Very Good phone, to expensive.",0
5.0,Five Stars,"December 11, 2017",1,"Excellent phone is dual SIM, great camera, loads of features.",0
5.0,Five Stars,"December 30, 2017",1,Very nice phone,1
3.0,I like the outlook of the phone,"December 25, 2017",1,I like the outlook of the phone. But there is something wrong with the LCD. Sometimes it freezes. There is something like a stain on the top right corner of the screen like a leak or something I don't know. It is just anoying.,0
5.0,Five Stars,"October 2, 2017",1,Awesome phone...no problems with battery life so far.,5
5.0,Five Stars,"October 27, 2017",1,Good Job,1
5.0,Five Stars,"November 10, 2017",1,great phone,1
5.0,Great all around,"December 4, 2017",1,Loved the phone worked great and has amazing display and camera,0
5.0,https: //www. amazon.,"January 26, 2018",1,https://www.amazon.com/dp/B07255GLZ9/ref=cm_cr_ryp_prd_ttl_sol_1,0
5.0,"It's a great phone, I switched over from IOS","October 24, 2017",1,"It's a great phone, I switched over from IOS, greatest decision ever made. Apple's recent products very disappointing, Apple died when Steve Jobs passed away.....nothing great been launched since then....",3
2.0,Don't buy,"October 18, 2017",1,Stuck on 3g. Won't connect to at&amp;t; 4g or LTE networks. Entered all the correct APN settings.,10
5.0,"Factory fresh, fast delivery!","September 25, 2017",1,"Came 1 day early! Product is exactly as described, very nice! Great place to purchase smartphones!",3
5.0,Five Stars,"September 24, 2017",1,It is what it says it is. Arrived earlier than scheduled. Thanks.,3
1.0,"Its a nice phone, but d keyboard didnt function well","November 9, 2017",1,"Its a nice phone, but d keyboard didnt function well, constantly drop out while typing. Got no time to return d item with a risk of 20% restocking fees.",5
5.0,Better than US Carrier Note 8's,"January 18, 2018",0,"Better than USA models.1. Unlocked.2. Dual Sim slots.3. Unlike locked US carrier phones, you can take this phone to Asia, Europe, South America.......and it works..4. It actually has more cellular bands than US Phones..5. Not filled with US Carrier bloatware apps.6. Yes LTE works just fine on AT&amp;T; and T-Mobile, Straight Talk....etc.7. Remember it's GSM......forget Verizon, Sprint.......",6
5.0,both ZDNet and Forbes reviewers said it was the best phone for business use compared to the IphoneX,"November 22, 2017",0,"I had held off buying this phone because of some reviews on the battery life. However, both ZDNet and Forbes reviewers said it was the best phone for business use compared to the IphoneX. My phone company gave me a 50% off deal and so I bought. Glad I did! The battery life has been great. I easily get through a 24 hour period with no more than 75% of the battery life used up. On light days I can get 48 hours of use before hitting the 25% left notice. Don't listen to those people saying they only get 4 hours. The only people getting that kind of result are doing a lot of streaming and game playing and there is no phone out there that will go more than 4 or 5 hours doing that. The Spen has become a good business tool for me and I'm now doing business on the phone I used to reserve for my desktop. One person I know bought one and he has now ditched his Ipad for the Note 8 when he is on the road. So far, best phone I've ever had.",4
4.0,International model Note 8 not serviceable in the USA,"December 6, 2017",0,"While choosing dual sim clearly shows international version in the product title, the single sim version doesn't however I can confirm it is an international model. I purchased this sold and shipped by Amazon (not third party) and received a brand new model SM-N950F phone. Given how delicate the phone is, warranty is important to me. While I was informed it would be covered by Samsung's 1 year warranty even with it being an international model because I purchased it from an authorized USA dealer (sold and shipped by Amazon),  I ended up returning it. Why? While Samsung support will say the phone will be covered under warranty, in practice you won't be able to get it service as the Samsung repair centers won't touch international model phones. Call the actual Samsung phone service centers and ask. It sort of makes sense since they won't have all the same parts the international models have. If you can live with the risk of no warranty and it not being serviceable in the USA by Samsung repair centers, it's a fine phone.",3
1.0,Not meant for network carriers,"December 29, 2017",1,"I give it a 1 star, not because of the phone but because of the crappy description... this will not work on Verizon or similar networks... it's not the right version...",5
2.0,device came in good condition however upon powering it on,"December 4, 2017",0,"device came in good condition however upon powering it on, it started with the safe mode on and provided the technicians data and commands that no customer would like to see on a new phone!! a reboot cured the problem! does not work with the wireless fast charger i bought from samsung!!",2
2.0,I wouldn't recommend this to anyone who wants the new Note8 or ...,"October 24, 2017",1,"The only plus to this package was the fact it arrived a week before intended schedule. The downside to it all is the fact that it is a used phone. It's not new and nowhere does it say in description about it being a used phone. I wouldn't recommend this to anyone whois under the impression of the new Note8 or any new phone in general. I'm not one for refurbished phones and never will be. It is however GSM compatible, for AT&amp;T; and T-Mobile, but not CDMA (Sprint, Verizon, etc). WiFi calling is not an available feature, so I do apologize for stating otherwise.",13
2.0,Terrible customer service,"February 15, 2018",0,"This review refers more to the manufacturer. I tried purchasing the phone through the Samsung website twice using financing. Once the order is confirmed, there is no further communication from Samsung. When I called a week later to check on the order status, they say there is a problem with the bank. I called the bank and they say the problem is with Samsung because everything is fine on their end. So I had to cancel the order and place another one. The same thing happens. Once I receive the order confirmation, there is no further communication from Samsung. I called after a few days to check on order status and once again they say there is a problem with the bank. Is it really that hard to send the customer an email like the terms specify when there is an issue? Sheesh. Zero stars for Samsung order support. Four stars for the phone specs.",0
5.0,Five Stars,"December 28, 2017",1,Love this phone and color unbelievable clearity,1
1.0,Screen broke after a 5 INCH FALL,"December 1, 2017",0,"Extremely fragile. After only 6 days of use it fell from my hand to the table (about 5 inches) and the screen cracked, part of the screen went green and stopped working. What about the ""gorilla glass""?? What kind of ""gorilla glass"" can't resist to a 5 inch fall? Samsung has charged me 430 dollars (in Brazil) to Fix the damn thing..DON'T BUY IT!!.",32
1.0,... number wasn't even registered through Samsung was a scam waste of money don't buy from this,"December 10, 2017",1,didn't work and the imei number wasn't even registered through Samsung was a scam waste of money don't buy from this seller,3
5.0,Better than Apple,"November 6, 2017",0,"It is a great phone and I switched from Apple to Samsung and I was surprised that it would be better that my iPhone 7+ it has a better camera, a stylus, and so many features that makes it better",0
5.0,Works as expected. Tho since this is a N( ...,"November 24, 2017",1,Works as expected.  Tho since this is a N( North Korea) version. Samsung pay will not work in the US.  Tho I do have oem lock available in Dev options.,1
5.0,It's a winner!,"October 29, 2017",1,To soon to tell. So far I love it and learning something new everyday.,1
5.0,Great phone,"November 4, 2017",1,Phone works perfect on metro pcs,0
5.0,It's the best,"January 2, 2018",0,love this item!!! wish i could get one for my Youtube video,0
5.0,Love this phone,"November 5, 2017",0,Awesome phone,0
5.0,Great Service,"November 30, 2017",1,"I received the item very promptly, an entire day before it was to be delivered. The phone itslef works well and has no issues to date.",1
5.0,Five Stars,"December 27, 2017",1,Everything perfect!!! the service and the product. I recommend!,0
3.0,"Take into account that in the dual Sim module, ...","October 4, 2017",1,"Take into account that in the dual Sim module, while using both Sim cards,  there is no possibility to use micro SD card and you phone has a limited memory",8
3.0,Three Stars,"October 4, 2017",1,Good but got a litle disapoited because IPHONE 8 its so much better. Nothing to complain about the store,2
1.0,"Looks Nice, But Garbage","October 22, 2017",0,"Returned it the next day and apologized to Apple, seriously. This is like China saying they have new revolutionary transport system called a bus and it is in every way better than American bus, but when you get on it, it stinks, full of sweaty people who don’t use deodorant, and the air conditioner is broken, when you get on one of these busses you feel like you owe American busses an apology, this is the same thing I felt when I tried this phone, it is so convoluted, it looks amazing, but everything is wrong, there are no mechanisms in place to new for you like on i[home where everything is preset just perfectly... Every app you download has its own cloud storage, every app has a monthly subscription and registration, if you don’t sign up and pay you will be bombarded with ads, each of these apps wants access to your entire phone like contacts, pictures, camera, microphone; otherwise you cannot even install the app, there is no privacy like on iPhone, i was absolutely horrified when I tried this thing, absolutely appalling, and customer service is absolute and utter garbage...Happily went back to iPhone and will never even dare trying android ever again, this phone costs as much as iPhone but processor is 2 generations older than iPhones’s, even an old iPhone beats this phone in multitasking, encoding video, 4K 60fps video, image quality, this phone is garbage.....",15
