Rating,Title,Date,Verified Purchase,Body,Helpful Votes
1.0,Bad choice,"January 12, 2017",1,"Very unhappy about the edge, miss touch all the time cause when you hold it, you are touching the edge which is super sensitive..The camera lens got broken by itself. WTF..Now it's also having issue charging...This is my first also last Samsung phone.",13
5.0,Amazing picture quality on the screen,"June 27, 2017",1,"I have had most of the Galaxy and definitely this has been the most thorough in every respect. Impeccable design of glass with its edges in aluminum; Amazing picture quality on the screen. The most impressive thing about this phone is the battery life, really very durable using the phone constantly. Good audio quality but would be perfect if they incorporate an additional external speaker. Excellent edge functions. Software fluency, no lag problems and multi window is good.",3
4.0,*IMPORTANT* This phone is from United Arab Emirates,"January 8, 2018",1,"I thought you should now this in advance but alas, this does not affect it's usability. Although I have to confess it is a pesky little thing for me, because I bought another unlocked samsung phone and that was REGION INDEPENDENT. On this one, under settings -&gt; about phone, you could clearly see ""United Arab Emirates""...As for the phone itself it is as described (SM-G935F) and it has the Exynos 8890 with 4x2.6 GHz cores and 4x1.6 GHz cores and a Mali T-880 GPU...",1
1.0,At first i really enjoyed the phone,"August 15, 2017",1,"At first i really enjoyed the phone, but after about 8 months, the screen was started to go green and black to a point where i can no longer use it. I wrote to Samsung and they responded, ""It must be difficult for you to experience issue with phone's screen. But, you are referring to a Non-US model where as the team you contacted dedicated to US Samsung devices, as we have limited information about non-US model phones."" telling me to contact the country from which the phone is from, only to find out that it is from southeast Asia. I am finding it extremely difficult to repair, while i was expecting this phone to last me a much longer time then it did. I was forced to buy a new phone as this one was unusable.",2
2.0,partially my fault (BUT) I read Nothing in the description ...,"June 16, 2017",1,"partially my fault (BUT) I read Nothing in the description to indicate this.  The International version doesnt have ALL the features the others have.  For 3 consecutive days ,  charging during the night the next morning this phone is frozen  had to google how to reset because you cannot remove the battery.  Sending it back tomorrow.  It arrived promptly and in new condition as advertized.  The charger fits gawd knows what type of electrical outlet. I had to buy another charger b/c when the phone arrived, it was Completely dead .... and b/c the charger fits Nothing in the US or S.A.  I couldnt even charge it.",2
1.0,I felt like being cheated,"September 23, 2017",1,"After two months of use, the device screen has started to heat up and stripes, the screen blinking constantly making me unusable. I tried with rebooting and formatting it, but nothing activity...  REPRESENTATIONS OF THIS PRODUCT ARE PROVIDED AND WITHOUT WARRANTY OF ANY WARRANTY OF ANY KIND WARRANTY! DO NOT BUY THIS. I called Samsung about Samsung's support and told me that if cell phones were manufactured outside of the US, they could not guarantee my product...  I felt like being cheated..  It's a fraud!.  Everyone need careful with this provider.........",2
4.0,No LTE for tmobile,"August 31, 2017",1,"Worked as expected with its international a**, couldn't get the LTE with my tmobile provider. My fault for not checking up on that though. Don't get this if you have tmobile, better off getting a tmobile phone to get the most of this device. Other than that it did work and was legit. So still 4 stars it will get.",1
1.0,BEWARE - DO NOT BUY - Green line of death ...,"February 4, 2018",1,BEWARE - DO NOT BUY - Green line of death after 6 weeks..A green line suddenly started appearing on the right side of the screen. I checked google and it seems to be a hardware problem. Unfortunately the date for return passed on 31 January and I can't return the phone. The warranty seems to originate out of Africa somewhere so forget about getting direct Samsung help. From google reviews the phone will eventually die as will my hundreds of dollars used to purchase this phone...BEWARE!!! DO NOT BUY THIS PHONE!!!! THE WARRANTY IS SKETCHY!!!..,1
5.0,I Love this Phone,"April 5, 2017",1,Since the Samsung Galaxy phones made their debut I've owned almost every version. My Galaxy 5-5-6 are in the hands of my wife and kids and run as good as the day of original purchase. Now for my 7 Edge is the easiest to set-up and the feel and ease of use is totally incredible. It's making my laptop obsolete. I pay my bills and make all my eBay and Amazon purchases using my cellphone. S7 has so many features its insane. I'll continue to use the S7 until the S9 comes along. If you like Android you love it on A Galaxy S7.,6
1.0,"I purchase this phone May 30 2017, it stop ...","October 18, 2017",1,"I  purchase this phone May 30 2017,  it stop working September 15th, and because it was outside the return period Amazon would not take it back. I sent it with the receipt to Samsung to have it fixed.  They sent it back, telling me it's not economical for them (samsung) to fix it. There goes $500+ .",1
1.0,I would not recommend this product to my friends,"January 24, 2018",1,"After three months the touch screen started to work dysfunctional, clicking on keys that I didn't press. I reset the phone from fabric but nothing have improved. As an international version, the phone doesn't have warranty in united stated neither the country where is uses. I would not recommend this product to my friends.",0
5.0,Great phone. no issues.,"October 23, 2017",1,I never had a problem with the phone.  It was brand new in original packaging.  I cracked it myself and it still works great.  I have metro and they turned it on and ported all of my apps and music over in like 15 minutes.,1
4.0,"Everything is great, except for the power adapter.","July 5, 2017",1,"The Galaxy S7 Edge is 2016's best smartphone. The international unlocked version is also the best version of this phone, because it has the better processor, it receives updates a lot sooner, and is not full of unnecessary carrier software. The only problem I had with the item I recieved is not the the phone itself, but the AC adapter; I got a European USB to AC adapter and a Europe to North America Adapter that didn't work instead of getting a working one or simply a North America USB to AC adapter.",1
5.0,However the phone it's self is working great and I am very pleased,"February 9, 2017",1,"Reading the reviews I got very concerned about the phone I just ordered but I have to say I had no issues getting it and it is working perfectly. One thing I do have to say is you don't know what charger your going to get I got a European one and I live in the US, and when I turned on the phone the weather widget said the last place it has been was al twar Dubai and it has had a Arabic instruction manual, the phone was also already on when I opened the box but the box was sealed tight so I don't know if that's normal or what. However the phone it's self is working great and I am very pleased.",1
1.0,Mobile not working,"October 20, 2016",1,I am not able switch on my mobile since today  morning. The last used yesterday night and when I woke up in morning I found my mobile was totally  dead even not charging also..Kindly help me to find the solution..,4
5.0,I am so in love with the phone,"April 27, 2016",1,Arrived early!! I was a bit hesitant getting the new S7 on amazon with not many reviews but Amazon hasn't failed me yet so I took the plunge and ordered it. I tested it with the Genuine Galaxy app and its a genuine unlocked Samsung phone. It works with my phone provider (in Jamaica). I am so in love with the phone.Everything is working really good.,1
5.0,My introduction to Samsung.,"September 14, 2017",1,"I love this phone...so far so good I tested it in water and it works. Took it to the water falls and beach and it works (though I have only tried it in fresh water like the falls, not the sea) The body is smooth almost like it will slide out of your hand if you let it. The function over all is great it runs smoothly and all the features work so far. It's only been almost a month but I will update if anything changes. Oh, I got the Arabic version, so besides some added bloatware it's all good as it does not affect the function of the phone.",0
1.0,The worst experience i ever had with a smart phone i bought on Amazon.com surprisingly the seller too is AMAZON.,"November 3, 2016",1,"It was terrible experience using this Samsung Galaxy S7 Edge phone. Never buy international phones with no warranty....now i can not return it. but trust me you will be deceived buying this. I was very proud when i bought this phone. i went out of U.S after 15 days of buying this phone...Issues started when i insert other country SIM card and start using it..It boots up forever. and when you opt to select network manually the ball will be rolling for ever..They say its dual SIM but if you select the option to enable dual SIM it will not let you select that option..When you search for VOLTE option you will be surprised, because there is no VOLTE option at all..When you call samsung customer service they say that they couldn't ;locate the IMEI number anywhere on the globe..The other problem most of the Samsung galaxy user might be aware of..i.e battery. Trust me if the battery was charged 100% with in no time it starts loosing its juice even if you dont talk or browse or watch movies or listen to music...These are quite a few issue i can say. I infact forgot most of the issue as i took out my SIM and inserted in another in the frustation with this Galaxy phone. Please be aware..........",6
1.0,DO NOT BUY!!! Screen hardware issues. BEWARE OF THE WIRELESS PLACE!!!,"October 4, 2017",1,"After only less than 3 weeks of use, this phone has developed a screen problem. For a product that you pay over $500 for, one a long quality service from it. Don’t know what to do now, as it seems like I’m out over $500...UPDATE!!!.Just contacted the seller “WIRELESS PLACE”. I bought the device in July, although I didn’t even open the box until my trip in September (I purchased the phone to use abroad), which means I got less than 3 weeks of use. I explained this to the seller, and I was told that since it’s passed the return period, “though luck”..",0
5.0,... a year ago shortly after they came out and loved it. I decided to get one too and ...,"February 16, 2018",1,"My spouse got one of these a year ago shortly after they came out and loved it.  I decided to get one too and was not disappointed.  The camera is a huge upgrade from my old S3 and there is really nothing I don't like about it.  The edge feature is pretty cool because you can have the phone lying on your nightstand and still see what time it is without sitting up.  You can have it display the time on the edge of the device which goes down the side of the phone.  It is a little thing, but I like it!",0
5.0,Five Stars,"March 31, 2017",1,Great Phone! Been About 4 months now everything works well!,3
1.0,VERY DISAPPOINTED,"February 13, 2018",1,THIS WAS NOT A GOOD PHONE WHEN I BOUGHT IT THE PHONE HAD A CHINESE KEYBOARD ON IT. I USED IT AND IT WAS NOT VERY GOOD WHEN I MADE PHONE CALLS. THE CALLS KEPT DROPPING AND IT WAS NOT WORTH THE PRICE THAT I PAID,0
3.0,For these reasons I was no satisfied with my purchase,"October 21, 2016",1,"I received the package open, the wall charger inside the package it was for U.K, I expected to receive the US connector.  the phone recently it was completely dead I need to did a  procedure to re start it.  For these reasons I was no satisfied with my purchase.",2
5.0,"The build quality is excellent, on par with Apples external build quality","September 20, 2016",1,"The build quality is excellent, on par with Apples external build quality...This devices edge design makes looking at the screen much more interesting, and less ""flat"". It is similar to looking into a slight bubble. The buttons are very tactile, and the fingerprint sensor and it's controlling software work well...Samsung's TouchWiz implementation on top of Android 6.0.1 raises no real complaint from me. I do not use their ""Edge UI"", but it can be fully disabled easily....",1
1.0,I regret getting this phone!!!!,"December 31, 2016",1,"Getting a green screen (or even purple )every now and then till it completely stay like that forever is a common problem for S7 edge. I really regret getting this phone as I thought that it was going to be great as my old S5 ! The worse thing here is that it is not under the US warranty so they have to verify where does it belong to in order to contact them as the sellier will just reply to your question with only  ""contact Samsung for the warranty"" !!!!.  After the valedation process they told me to contact Samsung South Africa which I have been trying to get in touch with their product support team without any success for a week now!",39
1.0,Please read carefully the fine prints of INTERNATIONAL,"January 31, 2017",1,Arrived with a defective screen and home button..According to Samsung. this phone is refurbished and is not under warranty in the US..Please read carefully the fine prints of INTERNATIONAL VERSION..,3
5.0,Broken Seal -- working okay so far,"January 22, 2018",1,FIt was a gift for my girlfriend. She loves the phone. Phone came with a broken seal but it seems to work okay. Contacted Amazon about the seal with an unboxing video I made when I opened tha box and they offered me a partial refund to keep the phone. Saudi Arabia unlocked phone. I'm giving it 4 stars for the fact that the phone was opened and I don't trust people these days.,0
2.0,I bought this phone one week ago... ...,"July 2, 2016",1,"I bought this phone one week ago... I have no idea why there're some black stripes on my screen. When I increase the light, it's smaller...",3
5.0,Beautiful Color Awesome Device!,"February 14, 2018",1,Im so in love with the coral blue color of the s7 edge. Thank you Samsung for making this device in such a beautiful color. I love the device and in my favorite color! Im so happy.,0
1.0,Crashed in 2 weeks!!,"July 24, 2016",1,The phone was working pretty awesome then it just crashed and wouldn't turn on. Did all the troubleshooting I could and it still wouldn't turn on. So I had to return item.,4
1.0,One Star,"March 3, 2017",1,"5 month after buy it, the phone is dead. not work.",4
5.0,After one year now I bought this phone and still ...,"March 26, 2017",1,"After one year now I bought this phone and still working as the first time. Is fast, is functional and is gourgeus.",3
5.0,Five Stars,"June 2, 2017",1,Excelente producto !,1
1.0,Don't buy!,"January 11, 2018",1,"I would expect from Samsung product reputation to last longer than 7 months, the phone died after 7 months, better to buy cheaper phone but not expensive Samsung",0
5.0,"Purchases from Wireless Everything. Was new, sealed, ...","April 26, 2017",1,"Purchases from Wireless Everything. Was new, sealed, and exactly as described. Works well with my Project Fi sim card via Tmo towers. MUCH faster processor than the US variety.",2
5.0,"Exceptional quality and all around beautiful, however- the way it's configured","September 1, 2016",1,"Exceptional quality and all around beautiful, however- the way it's configured, system wise. It becomes difficult to figure out how to navigate and find the way to correctly install some apps without an actual 'owners book/manual (not included.oh, it's on the phone itself ) had to go to 'you tube' to watch a video's in order to understand on how to do so. PAIN IN THE ASS, I must say. Also very difficult to get/find an exceptable screen cover/shield that fits correctly, so far the one's i've tride won't adhere to the surface, the way the phone edge curves. Anyways.......",0
1.0,One Star,"November 15, 2016",1,The product start to have problems with the screen and the vendor dosen't have any to say about that,4
1.0,worst phone and customer support ever,"April 4, 2017",1,after 2 months of use this phone starts to experience lags freezes and unresponsive lower touch screen and last the phone is dead i tried factory reset several times but no luck i lost most of my data i contacted samsung customer service and because there isn't one in my country samsung keeps pushing me around and waste my time with no solution to my issue  i emailed them called them but nothing to resolve my issue !!!!.after contacting amazon they were most helpful and they resolve my issue :).,5
5.0,AWESOME phone. Came prepackaged,"August 30, 2016",1,"AWESOME phone. Came prepackaged, sealed, Turned on in English. There was an Arabic file of some sort - which I deleted. The model number matches correctly. No issues or problems getting it going and activated. Took it to my local AT&amp;T; store for the sim card and it took a little extra time and a couple of restarts, but after that everything is working great. I'm still learning some of the little tricks that come with it. The cell coverage shows ""4G"", not ""4GLTE"". I don't know the difference. The ATT guy said some would say it was better, LOL. I have no idea but, whatever. There are a few pre-installed samsung/google things. Smart Switch uploaded many things, but some things like ringtones were not backed up. I had to go looking for them. In the process, I also discovered some new ones. Battery is doing just fine and lasts as expected. It has it's own Samsung factory warranty - 1 year. I haven't been able to find any way to tell for sure if this is the snapdragon or xynos processor, but as I stated earlier, the model number matches, so....my first experience with an unlocked phone purchase on Amazon has gone well, IMHO. Thus far.",3
5.0,Works perfect with the Brazilians (GSM) carriers,"August 8, 2016",1,"Works perfect with the Brazilians (GSM) carriers. Nice and solid finishing. Noticeable improvement from version S6 (I have one). I wish it was for two SIMs, but's ok.",1
1.0,This phone giving me the blues,"February 13, 2018",1,Pic messages and text takes forever to send. Stays in sending mode for minutes. If you want versatile emojis. That is no longer available either unless you download a 3rd party software.,0
1.0,Sorry i bought it,"September 24, 2017",1,I bought this phone for my husband as a birthday gift and it started malfunctioning within 1 month.  Some lines are on the screen.  A technician looked at it and said it's a refurbished phone. No star is my rating but since I have to select star I give one.,1
3.0,Phone is fine but the network is limited,"July 24, 2017",1,The phone's box had been opened when recieved the product i dont kno if it was the manufacturer who cut the temper seal. Phone is fine but the network is limited. It doesn't support T-Mobile as much as it said it did,1
5.0,Loving the phone so far,"July 22, 2017",1,"Bought with Wireless Everything. All accessories are included in box, even the earphones inside a nice little box for carrying around. Works really nice and the screen is awesome to look at! Although is a bit to tall for my hand I can manage to use it one handed. I'm using it in Argentina with zero problems. Happy customer :)..Edit 1(08/01): just got the 1st of July's security update.Edit 2 (16/01/2018): phone keeps being awesome like the first day I got it...",0
5.0,"Excellent product, it did came unlocked as mentioned with ...","June 2, 2016",1,"Excellent product, it did came unlocked as mentioned with no trash applications pre-installed. It comes in the sealed Samsung box and comes with charger adaptor for America since it comes with a different charger for European wall plugs.",2
5.0,2016 and it was working fine for one year until October,"December 10, 2017",1,"I bought the phone in October, 2016 and it was working fine for one year until October, 2017 when it began over heating and does not work everyday. My job involves travelling so I need a reliable phone. Since I am out of warranty I am considering buying a new phone but I am reluctant to buy Samsung again. I had the S3 before and did not have any problems...CGreenudge..",0
5.0,Five Stars,"April 7, 2017",1,Works very good,1
4.0,WAll charger issues on the dual sim variant,"October 25, 2016",1,"Great phone, great display, great performance, this for the dual sim variant, I would suggest to pick up a spare wall charger brick because this one comes with a non 110 v. Normally the sellers put an adapter in courtesy. Not this time. Other than that I'm very happy",1
5.0,Absolutely love it! fast and smooth,"September 28, 2016",1,"Bought this phone and have had it for several weeks. Absolutely love it ! fast and smooth, battery life is amazing. I'm with AT&amp;T; and if you can sacrifice wifi calling... this is the way to go. although it doesn't have all the LTE bands I have absolutely no trouble. My job requires me to travel often and I get great coverage everywhere, even in the gulf of mexico. I am now an exynos s7 edge fan boy.",1
4.0,"Just terrible experience with Samsung, but excellent one with Amazon, which reimbursed in full 6 month after purchase","December 26, 2016",1,"Just terrible experience with this. In a couple of months USB slot stopped working, so I could only charge it wirelessly. Then the device started warming up sometimes to a point it was difficult to hold it in your hand, and then going into restart cycles. I contacted the seller and was told they only provide 30 days return policy, which is reasonable. What I was shocked about is when I contacted Samsung support I was told they can't help me with an international version and I have to contact the seller. They basically refused to be liable for the product they manufactured. I had to buy another phone and have a useless piece of technology worth $600 at home, don't know what to do with it. Will probably have to throw it away eventually. The repair shops say to get to the USB slot they have to remove the screen which according to Samsung manual can't be removed without damaging it, so they give me 50/50 chance they can remove it without cracking. But since now it's completely unusable may be I could give it a try...Update: After a short chat with Amazon six months after I purchased this item, I was reimbursed in full. Reimbursement was provided by Amazon, which in fact had little to do with this situation, since it was an independent seller and initially there were clear warnings it was an international version without warranty. 8 stars to Amazon and 0 to Samsung, which gives 4 on the average....",11
1.0,BROKEN SEAL and scuffed box,"July 19, 2017",1,The seal was broken and the box was slightly torn . I don't feel very confident with this purchase at all. Lucky the phone screen isn't broken as a few others i've seen. Hopefully the phone functions properly without any defects.,1
1.0,First i must say i ordered this phone NEW. ...,"November 9, 2017",1,"First i must say i ordered this phone NEW...!! When i received the phone it was USED and i paid $539.75 for it...The box was taped with clear tape...Normally a new phone comes with a plastic over the screen mine didnt, but it has a sticker at the back with the imei number and some other numbers. I tried to log in with my gmail and it wouldnt give me a chance because ""somebody else account was already synced to the phone.""........... :/ :/ Im mad as hell",0
1.0,I hate not Samsung Galaxy phone but the seller 'FGS Trading' ...,"November 14, 2017",1,"I hate not Samsung Galaxy phone but the seller 'FGS Trading' and amazon customer care. They have sent me a faulty phone. within one year mother board has stopped working, chasing the seller and amazon customer care but no luck. They just say sorry 90 days are already over we can't help. How will I make my $624 USD phone back to work :(.$624 USD phone has stopped working with in 1 year, such a bad experience from amazon and seller FGS Trading..",0
5.0,This is definitely the way to buy a cell phone.,"September 6, 2016",1,"I will never again buy a phone through a cell service provider. Buying unlocked through Amazon or some other reputable source saves you about 20%, and here's the really great part: no bloatware! Be careful to ensure that the phone will work with your service provider, but if it will this is the way to go without a doubt.",1
5.0,Super Phone a Samsung Phone,"July 20, 2016",1,"Awesome phone, great build quality, very slim, i had a samsung galaxy S3 before, and that phone last like 8 months, hate it samsung for their build quality, since then i've been trying another brands, so i decided to give samsung another try and guess what i love this phone, my only complain is the battery it doesn't last long like the iphone 6s plus, it has one of the best AMOLED screen i have ever seen the color are very bright and clear so if you want a phone buy this one you'll not regret it.",0
4.0,Nonetheless the product worked fine and seemed pristine,"October 1, 2016",1,"As advertised.  One of the seals on the packaging was broken and a new seal was replaced over it, possibly suggesting that this was a previously opened or refurbished unit.  Nonetheless the product worked fine and seemed pristine.  The international adapter accompanying the unit is loose and has an occasional short though.",0
2.0,The Q&amp;A; said this comes with a US power adapter ...,"June 1, 2016",1,The Q&amp;A; said this comes with a US power adapter. Mine did not. I got the German pin-type power connector without any adapters for the US.,3
5.0,Love it !!,"April 18, 2017",1,I am loving this phone. It works great and I am using it in south america without any problem.,1
