Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5.0,Awesome Phone - worth upgrading!,"September 18, 2016",0,"If anyone is interested to know how the 7 performs compared to the 6 and 6s..Camera is a little better and you notice it for sure. It is a lot better in low lights conditions...SPEED, I was using a 6s and I notice a much snappier Safari and iMessage screens. Part of it may be IOS 10 but pages pop really fast. It is way way faster than the original 6...Black looks awesome!!! But is is so slick. There are no lines and it looks like a solid 1 piece product. I saw the Glossy Jet Black and it is a work of art but it show fine scratches. So most people will use a case which hides the back anyway so maybe color is not that important. Mainly if you want a white front or black...I love the new home button, took about 5 minutes to get use to and I don't miss the old home button at all...Any case with a large camera cutout like the CM4 wallet case works with the 7. But most likely all other will not. Some of mine I can cut out around the old camera hole and use it until new cases come out. But I promise you this phone is slippery when dry!!..Overall I love it! Fastest device that I have ever used. I can out type the 6s sometimes on reviews but thiamine keep up no problem...128g is perfect in size for most everyone. Hardcore photo and video people may want the 256g...No headphone jack, doesn't bother me at all. The adapter sounds fine with my expensive headphones. It's not really that large either. The lightning headphones sound really good to me. I tested the same song with the same headphone using a 6s and the 7 with the adapter and I cannot tell the difference. In some ways the 7 with the adpater sounded cleaner and had a little less aliasing hiss from the analog to digital conversion process. So beside have a little while cable sticking out I think the 7 audio is fine...IPhone 4,5, 5s, SE and 6 users will feel a huge speed increase. The 6s is not far off speed wise but it is noticeable to me...No matter how you split up the payment or go with a upgrade contract price, you'll pay full price for any of the phones. It is all just creative math by the vendors. I bought mine outright and got point on my credit card, enough to reduce my price by $25.00. I also heard the Black and Jet Blacks maybe high in demand...Hope this helps :)",192
4.0,SIMons Says,"December 7, 2016",1,Phone works but had a sprint sim card in it when I received it. Had a hard time activating phone because of the sprint sim card since I have verizon service.,16
1.0,Zero Stars,"May 24, 2017",1,"Zero stars, this came with foreign accessories, and isn't Verizon capatible. If this was a real unlocked iPhone it should've worked with Verizon.",4
1.0,Very bad description in the system,"February 4, 2017",1,I thought had ordered the iPhone 7plus and receive Ed the 7. Very bad description in the system.,3
3.0,I really like it. Battery life is decent,"March 24, 2017",1,"I'm not sure who to contact about the issue I'm having with this phone, but I can't use data if it isn't on LTE. All I can do if it's on 3G is call out and receive calls. I've had multiple software updates, I've tried everything that forums have suggested, but nothing has fixed the problem. Other than that, I really like it. Battery life is decent. Way better than my S5 I had before it. I can't really complain about anything aside from the connectivity issue.",0
2.0,Find a different seller.,"April 30, 2017",1,"""US Version"" came with a European-style plug charger, and a ridiculous clunky adapter which when used makes the charger stick out for the wall about 3"" (or should I say ""7.5cm""!?!?)",2
1.0,-,"February 18, 2017",1,Very good product. Bad service. Thank you.,3
1.0,Not compatible,"May 24, 2017",1,"My phone was not compatible with Verizon, despite being advertised that way. Was never able to be ""unlocked"".",3
1.0,Not actually unlocked like it states,"November 14, 2017",1,Not actually unlocked like it states. Its only for GSM carriers. They do not say this anywhere and the IMEI on box did not match the phones actual IMEI. Be careful when purchasing.,2
1.0,One Star,"May 22, 2017",1,"The description of this phone is wrong because is n9t the 5.5"" screen",3
4.0,Excellent. Works great,"December 15, 2016",1,Excellent . Works great . I am so glad to buy from amazon .,4
1.0,Not unlocked,"July 12, 2017",1,The phone was not unlocked. I found AT&amp;T; has it locked and I could not get them to unlock it. I returned it and they have had it a week but have not refunded my money.,1
5.0,excelent,"November 6, 2017",1,excelent... good seller,1
5.0,Five Stars,"October 8, 2017",1,does the job,1
5.0,Five Stars,"March 24, 2017",1,Excellent product and great services thank you so much ^_^,1
5.0,Five Stars,"November 6, 2017",1,Like new. Very happy.,1
3.0,Three Stars,"December 21, 2017",1,Standard expensive iPhone.,1
5.0,Five Stars,"July 12, 2017",1,Excellent,1
5.0,this one is a gift for friend....so far so good,"May 5, 2017",1,i got the 7 pluse and it works like charm...better then the epic faluer of my previous phone Samsung Galaxy s7 edge,2
5.0,Five Stars,"June 6, 2017",1,K,1
1.0,DO NOT BUY,"November 27, 2017",1,Do NOT purchase a phone from here. It says unlocked but it is locked and my carrier or apple could not unlock. Lots of wasted time and money. Exteremely unhappy!!,1
5.0,Five Stars,"February 2, 2018",1,Wonderful it is everything good! Still love it!,1
1.0,Do not buy if you have Verizon!,"February 10, 2018",1,Do not buy if you have Verizon! I purchased this to use on Verizon only to be told this phone isn’t compatible even though it says it can be used by any carrier,1
5.0,Join the iPhone crowd. More RAM than I'll ever use.,"February 26, 2018",1,I don't need an 8 or an X. Works fine.,0
4.0,Weird...,"May 27, 2017",1,Excellent! But I don't understand why it had a Verizon SIM card in it. Phone still worked with my carrier when I replaced the SIM card though. So I'm thrilled!! Came brand spanking new with all the stuff inside. Took like 3-4 days rather than 2. But that's alright. Just happy I actually got my phone and not a locked one! Thank you guys !!,0
5.0,Outstanding,"December 4, 2016",1,Great phone  love the screen and colors are outstanding,1
5.0,Perfect,"March 31, 2017",1,Everything went great got the phone early I got my phone from NYCreliadle I emailed them with questions they got back to me quickly and answered my question the phone works great absolutely no problems :),1
1.0,"first, I don't have this. Secondly, there ...","July 11, 2017",1,"first,I don't have this .Secondly,there is a sim card in the phone.",2
5.0,Very nice phone.  Great camera.,"May 6, 2017",1,Great phone!  Delivered on time.  Moved the SIM card from a 5c and began updating IOS.  Requires you to have all software items fully up to date.  I found everything I needed with Apple.,1
5.0,Five Stars,"June 7, 2017",1,As described,2
1.0,One Star,"June 7, 2017",1,The item was not what I bought. It was not unlocked as advertised!,2
5.0,Amazing Deal,"October 31, 2017",1,"Had this phone for about a month now and it meets all expectations. Not a nick or scratch on it, exactly the type of phone specified, shipping was timely, and the phone works great so far. Even came with the Apple box and brand new lightening cable. Super happy with this purchase!",0
5.0,Great quality,"March 10, 2017",1,Good quality product received I n immaculate condition.,2
5.0,thank you,"January 22, 2017",1,unlocked seald a1660 model love it,1
5.0,"It's an iPhone, you can't go wrong.","March 19, 2017",1,The phone speaks for itself. I was very happy with the seller and condition of the phone when I received it. It was a gift for a loved one and she absolutely loves it.,1
4.0,Four Stars,"November 14, 2017",1,"I liked it, the cellphone works excellent. The only problem was the box, it seemed like a fake one.",1
2.0,"Very glitchy, several issues with the camera (black patch ...","August 11, 2017",1,"Very glitchy, several issues with the camera (black patch in corner) and sometimes takes a very long time to warm up and turn on from standby.",1
1.0,Fake,"April 4, 2017",1,Looks fake af well see,2
5.0,Five Stars,"February 19, 2018",1,Love this iPhone!  It’s fast. It’s a perfect size! It looks great! Thanks!,0
5.0,Five Stars,"August 21, 2017",1,Anda todo,0
3.0,"Used phone, doesn't seem refurbished","February 9, 2018",1,"Phones works perfectly but came with deep scratches on screen. Did not come in original box. Came with a use, extremely worn out charger and a cheap third party cable.",0
3.0,Three Stars,"January 9, 2017",1,The instructions were not clear.  It needs an expert to use these phones.,0
5.0,flawless phone .love it,"December 26, 2016",1,i love this phone everything  i was looking in a phone found it .the seller was great delivere it on time and as described brand new out the box and the price unbeatable.,7
5.0,Good buy,"February 1, 2018",1,Good buy at a cheaper price,0
5.0,Five Stars,"November 3, 2017",1,Great Phone Great price cheaper to buy this phone that it would be to buy a boost mobile phone,1
5.0,Very good seller!,"September 26, 2017",1,"Very good seller. Phone looks like new, with all original accessories included. Totally recommend!",1
5.0,great,"January 29, 2018",1,great,0
5.0,I'm very pleased with my iPhone 7,"June 2, 2017",1,"Although I intended to order the iPhone 7 Plus, I'm very pleased with my iPhone 7.  Easy to hold in my hand and plenty of storage,",1
4.0,Four Stars,"May 16, 2017",1,Gave as a gift,0
5.0,Five Stars,"December 28, 2016",1,Excellent purchase!,2
4.0,Phone in super,"March 5, 2017",1,Thank you. Phone in super conditions,1
5.0,Five Stars,"December 6, 2016",1,Good purchase!!!!,2
5.0,Five Stars,"January 29, 2017",1,Excellent,0
5.0,So far I have loved the new phone,"September 22, 2017",1,So far I have loved the new phone. Great service and fast delivery. It came in great condition and is functioning flawlessly. I will continue to look for my electronic needs on your account. Thank you.,0
5.0,Five Stars,"October 17, 2017",1,Good,0
5.0,Five Stars,"January 30, 2017",1,Wonderful and new.Thanks.,1
5.0,Five Stars,"October 2, 2017",1,"great phone, all the accessories are new, fast delivery.",1
1.0,Buyer Beware!!!,"December 27, 2017",1,Phone was NOT unlocked! Very difficult to resolve with the seller...still not resolved! My daughter has a phone she cannot use with our carrier! So frustrated!!,0
5.0,Love it.,"September 5, 2017",1,I bought it as a gift for my wife. She loves it. She had to use her old iPhone 5s over the weekend and was reminded how much larger the screen is and also the storage space.,0
5.0,Five Stars,"November 24, 2016",1,Works perfectly 😀😀😀,2
4.0,Me All expectation,"November 2, 2016",1,Me All expectation,2
5.0,amazing color,"January 31, 2017",1,I have bought it from  WBB LLC and item was as expected with all accessories and worked fine with any gsm,0
4.0,Great price! Advertised as USA phone,"January 20, 2017",1,Great price!  Advertised as USA phone. Got charger non USA. Everything else great! 😀,1
5.0,Five Stars,"August 31, 2017",1,I am happy with my iPhone 7! Everything ok!,0
5.0,Five Stars,"March 2, 2017",1,Thanks for the phones i bought 2 iphone 7 32gb brand new unlocked thanks,1
5.0,Prompt refund,"July 28, 2017",1,"This was the wrong model I was looking for, followed the instruction to print out the returning label and form and shipped it back.  Refund was prompt as promised.",0
5.0,Five Stars,"November 3, 2016",1,Perfect job.Thanks.,2
5.0,Five Stars,"January 17, 2018",1,Perfect,0
5.0,"seems perfect, don't know all of the features but all","January 16, 2017",1,"seems perfect,don't know all of the features but all good",0
5.0,Five Stars,"January 13, 2018",1,Phone is working great and is in excellent condition just as promised!,0
4.0,6 months' review: iPhone 7 offers a sneak peak into the future -- a future that is worth waiting one more year for.,"December 17, 2016",0,"I got the iPhone 7 on launch day and have been using it daily for about six months now, and here are my thoughts.  A little background on myself: I'm a tech enthusiast who loves mobile computing and how it may enhance our lives.  Two years ago, I switched from Android to give the iPhone 6 a try (here is my review on the iPhone 6 https://www.amazon.com/review/R16NCAQFAEHRRY/ref=cm_cr_rdp_perm?ie=UTF8&amp;ASIN;=B00NQGP42Y).  After 2 years, a lot has changed in both the Android and iOS systems, and it is worth taking a look at the newest phone from Apple to see how it stacks up...Many other customers have already described the pros and cons of the new iPhone, so I won't belabor all the points but will mention a few that need emphasis...Pros:.- Waterproof.  This is a big one, though Samsung has had it for a few years now.  The iPhone 7 is rated at IP67.  Since this is a brand new feature that Apple is introducing, I'll take some time to explain it.  IP means Ingress Protection, and Ingress just means ""access or entrance.""  Essentially, this rating shows how well protected the device is against different objects that could enter it.  The 67 is actually 2 different numbers rather than just 1 number.  The first number defines solid protection, and 6 is the highest rating (no ingress from solids or in layman's terms, dust tight).  The second number defines liquid protection, and 7 is the 2nd highest rating (out of 8) and it means immersion in liquid for up to 1m.  So you can take this phone into the rain and have no fear.  However, just a note, don't take this to the ocean just yet.  While the device is resistant against water, the seawater is a different story since it has a high salt concentration, and salt can ruin your electronics' ports.  In any case, this is certainly a step forward and something that customers have wanted in a long time.  Just to speak about the competition, the Samsung Galaxy S7 is rated IP68 (which is water resistant, rather than being just water proof).  If you are the average consumer, I don't think you will notice the difference...- Camera.  While the cameras have been improved for both the iPhone 7 and the 7 Plus, it is the 7 Plus that gets the dual camera that allows for extra zoom and portrait mode.  To briefly explain this new feature, the iPhone 7 Plus (not the 7 that is being reviewed here) has 2 camera lenses on the back, one that is 28mm and one that is 56mm.  In layman's terms, one lens has a much better zoom to focus on far away objects while the other lens can take pictures that are much closer (aka wide angle shots).  The dual camera system allows for more clarity and depth of field compared to a single lens camera, and, if you are intrigued to learn more, the dual cameras give the ability to capture what's called ""stereo photography.""  Anyway, if you get the iPhone 7 plus, you can take even better photos, especially portraits where the object/person is focused and the background is blurred.  This is a great improvement for the photographers out there. However, the competition is getting a lot closer than it used to be.  The Samsung Galaxy S7 arguably still has a slightly better camera while the brand new Google Pixel got the highest rating from DxO Mark (a highly reputable review site for cameras)...- Speed.  Snappy and responsive.  The fingerprint sensor is super fast compared to the iPhone 6 and much more so when compared to the iPhone 5s where the TouchID was first introduced.  I won't spend too much time here since many people have commented on the speed.  In essence, because Apple has total control over how apps are implemented and the hardware itself, the phone will feel very fast and fluid.  You can depend on this phone for quite a few years...- Speakers.  They are very nice.  You won't be able to tell that it is a front facing speaker on the top and bottom speaker working together.  They will create a nice sound environment and definitely loud enough to compete with all the other phones out there (and even some of the tablets)...- Battery life held up respectably for me, usually lasting me 1.5 days on a single charge.  I'm not a heavy user, however, so your mileage may vary.  In general, this delivered slightly better battery life than the iPhone 6 for me...Cons:.- Headphone jack.  This is a big drawback on a few levels.  1) There is no immediate benefit to the removal of the headphone jack. Yes, you do get more space for a little more speaker boost, but one can easily argue that most people will listen to their music more via headphones than just out of their phones.  2)  There are no good bluetooth headphones.  Sure, you can argue that some of the top tier headphone makers have nice bluetooth headphones, but those are inaccessible to most consumers because of the high sticker price.  I can't spend 100 bucks on a solid pair of bluetooth headphones, whereas I can spend about 100 to get the ATH-M50's (highly highly rated headphones) and enjoy studio quality sound.  This isn't just the fault of the manufacturers but also because the technology isn't there yet to deliver high sound quality wirelessly via bluetooth.  3) You can no longer listen to music on your headphones and charge your phone at the same time without using an expensive and glitchy dongle.  All of these points add up to inconveniences.  Apple described itself as taking ""courage"" to remove the headphone jack.  That argument is less convincing when you realize that they bought out Beats a while before releasing the iPhone 7...So those are the main points of the hardware.  Here are the points on the software..- The Apple ecosystem is getting tighter.  With the new updates in Apple TV, the new Apple Watch software, and the annual release of the macOS update, it is getting easier and easier to use all of your devices with Apple.  The ""everything just works"" still applies to the software (not to the hardware due to the increasing amount of dongles)..- However, you still can't manage storage well in the iOS.  For instance, my biggest disappointment is the fact that I can't easily delete data from apps.  Instagram may be taking up 900MB of storage because of all the photos that are stored in the app.  Can you just delete them and get on with life?  Not that simple... there isn't an option to do so.  You have to delete the whole app and then reinstall it to recover space..- What's changing is the fact that Apple's iOS now only leads in the ecosystem integration and maybe the number of apps.  Android is closing in fast while Windows is still trying to grow out of its teenage years.  Android is very impressive these days with the introduction of material design a few years ago.  The Android system no longer feels as ""techy"" but is becoming more and more fluid and user friendly..- Siri still lags behind Google's assistant, and that gap is only widening.  Google' AI is so much better compared to Apple.  If you own an iPhone and want to try out Google's latest and greatest, download Allo and give it a try.  You can have a conversation with AI and get responses that relate to the conversation.  You can ask ""who is the quarterback for the Cowboys?""  and then follow it up with ""when is their next game?"" and Google will answer both.  If you asked those 2 questions on Siri, it will not understand the ""when is their next game"" part because it wouldn't know to define ""their"" as the cowboys from the previous question...So, should you buy or upgrade to the newest phone from Apple?..No...Simply put, this is not the iPhone that you should invest money in unless you absolutely need the latest and greatest.  Here are the reasons.  1)  This is not the usual, big upgrade that we expect from Apple's 2-year major update cycle for iPhones.  This is mainly because next year, the iPhone will be having its 10 year anniversary, and you can bet everything you own that Apple will be unveiling a huge improvement at that time.  Rumors include everything from a ceramic casing to an all glass back, to wireless charging, to having dual cameras on the smaller iPhone 8 and not just the 8 Plus.  The list goes on and on, but all the rumors are telling us one thing: if you can wait one more year, this might be the year to wait on.  Sure, you can argue that one can always wait for the next phone.  But this is really true for this year's iPhone since the 10-year-anniversary will lead to a big unveil. 2) The world is slowly adapting to the post-headphones iPhone.  There aren't enough high quality but affordable accessories yet.  Let the market shape itself for a year and you'll get great accessory options with cheaper price tags.  The same goes for bluetooth headphones.  Sure we have some affordable options all over Amazon right now, but the sound quality is no where near a pair of wire headphones.  Also, the Apple's wireless ear buds are nothing too fancy in terms of sound quality, especially considering its price.  3)  The world of apps these days don't always take full advantage of the processing power of the newest iPhone.  This is mainly because the iPhones are so fast and so good these days.  In that sense, your iPhone 6 actually will work fine for a few years longer.  If you are an Android user and thinking about going over to the Apple world, hold off one year.  It'll be worth it...Okay, so I just told you a bunch of reasons for not getting the iPhone, but why the ""4 star review?""  Well, it is still a very well made, functional phone.  I took away one star because of the headphone removal.  Apple usually is good about removing a component when the market is mature enough to accept it.  When it took away the CD slots in MacBooks, the world was already heavily invested in USB drives.  Right now, the bluetooth headphone market is not mature yet, especially in the technology department.  The 3.5mm headphone jack is not on its way to obsolescence, and Apple admitted that when it introduced its new MacBook Pros that still had the headphone jack (and offered a weak excuse that music professionals may still use the headphone jack for other equipment... but iPhone users could be musicians too and use other equipment for certain apps, no?)!  So much for having ""courage.""..The future of mobile computing and personal computing points to universal stands (i.e. USB-C) and going wireless.  Samsung and Google's old Nexus line have had wireless charging capabilities for years, and other Android phones have pioneered the push for USB-C as a universal standard for computing I/O.  Apple has been dropping hints left and right this fall, first with the removal of the headphone jack and then with the introduction of the USB-C into its MacBook Pro line (now both the MacBook and the Pros have USB-C), to signal that it is moving towards universal standards and wireless.  The iPhone can already sync with iTunes wirelessly over WiFi.  Eventually, Apple will have a wirelessly charging phone, and that may occur as soon as next year.  With the iPhone 7, Apple is making a push towards a totally wireless mobile device, and that is an exciting future.  Yet, the world is not ready for that future just yet.  It is up to you whether to embrace that future now and be a dongle warrior or wait to let the rest of the mobile world and Apple's other products to catch up.  If I were in your shoes, I'd wait just one more year...Thanks for reading.  Please let me know if you have any questions or comments.",33
5.0,Five Stars,"June 1, 2017",1,Good,1
5.0,Five Stars,"February 4, 2017",1,Beautiful phone!,0
5.0,Five Stars,"August 30, 2017",1,"Phone was in great condition, was delivered quickly. I love it",0
5.0,1 runs like a charm,"February 21, 2018",1,Jailbroken iPhone 7 11.1 runs like a charm. Thank you all so very much for your delightful product.,0
4.0,Four Stars,"January 29, 2018",1,Iphone is working good,0
5.0,This Phone Is an advanced smartphone and I personally love it! Although it does not have the headphone ...,"October 12, 2017",1,This Phone Is an advanced smartphone and I personally love it! Although it does not have the headphone jack it is still an amazing phone.,0
5.0,Beautiful phone but wasn't the one I wanted so I ...,"August 23, 2017",1,Beautiful phone but wasn't the one I wanted so I returned it. Thank you for the hassle free transaction. I will definitely follow you.,0
5.0,Five Stars,"April 8, 2017",1,shipping is very fast. so far It works perfectly!,1
5.0,Five Stars,"October 14, 2017",1,Superb,0
5.0,Five Stars,"June 21, 2017",1,Excellent,1
5.0,"Other than that it is working just fine, for now","April 13, 2017",1,"It comes with 4 scratches on each corner. Other than that it is working just fine, for now.",0
1.0,Battery run down too fast,"February 9, 2017",1,The battery runs down very fast. I dont even make calls on it yet nor do i download any social app on it yet and it just ran down. Is it that the battery i got with the phone not good?,6
5.0,Five Stars,"July 7, 2017",1,muy bueno,1
5.0,I love it!,"September 16, 2017",1,Genuine iPhone 7! I love it!,0
5.0,Five Stars,"February 3, 2018",1,The I Phone and the I Blason case protector plus their delvery fullfilled my espectations! Thanks!,0
1.0,This phone is NOT unlocked. This is fraud.,"February 26, 2018",1,This phone is NOT unlocked. This is fraud.,0
5.0,"EXCELENT PRODUCT, THANKS","January 6, 2018",1,"EXCELENTE MOVIL,  THANKS",0
1.0,One Star,"February 7, 2018",1,Item work well but its blacklisted which means its stolen and has been reported,0
5.0,Upgrade from iphone 6s. It works faster,"May 31, 2017",1,Very good,1
1.0,Damage iphone 7 couldn't charge and couldn't switch on,"February 23, 2017",1,iPhone was not charging and neither  even turn on. I received damage and fake phone. Do not recommend to buy iphone from this shipper.,6
5.0,Five Stars,"January 10, 2018",1,Great product!,0
5.0,Five Stars,"April 7, 2017",1,I love my phone,1
5.0,Five Stars,"May 29, 2017",1,Very good the merchandise was very much what i expected thank you.,0
5.0,The best. Nothing more to say,"July 30, 2017",1,Iphone.... The best...Nothing more to say...,0
1.0,Refurbished Malfunctioning device,"January 26, 2018",1,Damaged phone.  The device couldn’t connect to any network.,0
5.0,Great condition!,"February 7, 2018",1,Marvelous as promised. A very happy customer!,0
5.0,Five Stars,"February 15, 2018",1,Excellent condition. Thank you!,0
5.0,great job!,"August 6, 2017",1,everything as expected. great job!,0
5.0,Five Stars,"September 20, 2017",1,Exactly as described!,0
5.0,Five Stars,"October 30, 2016",1,Perfect it's really unlocked I need it for South America,5
1.0,One Star,"January 30, 2018",1,the iphone was locked and unusefull,0
5.0,Five Stars,"March 3, 2017",1,Excellent,1
5.0,Five Stars,"March 12, 2017",1,Loved it,1
5.0,"great product, just what I paid for","December 19, 2017",1,"Fast delivery, great product, just what I paid for!",0
5.0,The best of the best,"December 12, 2016",1,The phone is really amazing. It is fast and has it all as it was shown on apple event. I'm very very satisfied with my iPhone 7.,0
5.0,Five Stars,"January 25, 2018",1,A good size and great photos:,0
5.0,Five Stars,"January 11, 2017",1,Very good device,0
1.0,One Star,"February 10, 2018",1,WAS NOT UNLOCKED,0
5.0,Great service,"December 6, 2016",1,Inntime all perfect,1
1.0,One Star,"February 22, 2018",1,Phone is not unlocked as advertised.,0
4.0,Nothing wrong with it,"April 23, 2017",1,It's a good phone but the price is a little high,0
5.0,Five Stars,"November 21, 2016",1,It's ok tks,1
5.0,Excellent I would advise,"December 17, 2016",1,Excellent.I would advise him.,0
5.0,Five Stars,"February 24, 2018",1,Amazing condition thanks so much,0
5.0,"8 STARS, NOT 5 STARS.","February 5, 2017",1,BOUGHT IT FOR MY WIFE. CANT REGRET MY MONEY AT ALL. SHE LOVES IT. OPERATES SMOOTHLY. LOVE IT. WILL BUY IT AGAIN. 8 STARS.,5
5.0,Five Stars,"January 30, 2018",1,Great seller. Would buy agin.,0
5.0,Five Stars,"November 17, 2016",1,"Delivered on time, unlocked, exactly as advertised.",0
5.0,Five Stars,"January 29, 2018",1,100% perfect!,0
5.0,No issues worked great,"June 16, 2017",1,Had to put a sims card in other than that works great,0
5.0,Good service,"November 14, 2016",1,Arrived on time and as described.,0
5.0,Five Stars,"May 2, 2017",1,"Perfect, and It works in Venezuela with Movistar.",0
5.0,Five Stars,"February 3, 2017",1,Love the new iPhone 7. Very great phone.,0
5.0,Match the expectations!,"January 12, 2018",1,Exactly as announced.,0
5.0,love,"November 13, 2016",1,"Exactly as described, love it",0
5.0,Five Stars,"December 17, 2016",1,its very well,0
5.0,Five Stars,"December 14, 2016",1,gooooooood,0
1.0,Fake iPhone,"June 23, 2017",1,Don't waste your time. Go to Apple's website or a certified iPhone vendor,5
1.0,"DON'T BUY IT, ITS A WHOLEEEEE TRAP","January 11, 2018",1,"DO NOT BUY THIS PHONE Especially if it is being sold by a 3rd party seller like 'Walker &amp; Walker Trading'. This was supposed to be an UNLOCKED iphone 7. Key word UNLCOKED. I have At&amp;t; as my carrier and when i tried activating it i found out it was a sprint phone and everyone knows SPRINT DOESN'T UNLCOK THERE PHONES. You can only use it on there network which is y i assumed i was order an UNLOCKED phone. And these people tried to play me by putting a Verizon sim card in it to make it seem like there is something wrong with the sim card, when really it is a Sprint phone the whole time. I'm disappointed and frustrated with the fact that this happened. And now i have to wait to get a shipping label, send it back, get reimbursed, buy another phone, and see if it will work this time. But please dont waste your time like I did.",1
5.0,Five Stars,"November 5, 2016",1,Awesome,0
5.0,Five Stars,"September 15, 2017",1,Thank you sooooo much it's amazing!,0
5.0,Five Stars,"December 13, 2016",1,Every thing was as they said,0
5.0,I love my iPhone 7,"December 13, 2016",1,It's great,0
5.0,Five Stars,"December 15, 2016",1,love it,0
5.0,Five Stars,"December 5, 2016",1,Excellent,0
5.0,Five Stars,"May 11, 2017",1,Got what I ordered and it's working fine,0
4.0,Four Stars,"November 1, 2016",1,Awasome as I need work worldwide,0
5.0,Five Stars,"November 30, 2016",1,excellet,0
4.0,Four Stars,"November 3, 2017",1,Very nice,0
5.0,Great,"August 23, 2017",1,As described. Great phone,0
5.0,Five Stars,"October 24, 2016",1,Perfect,0
4.0,Four Stars,"November 5, 2016",1,Good,0
5.0,Five Stars,"January 30, 2017",1,As advertised and delivered quickly.,0
5.0,Five Stars,"January 8, 2017",1,So far so good.,0
4.0,Great,"January 30, 2017",1,Gave me the product in the description. Great phone,0
5.0,Five Stars,"December 3, 2016",1,Excellent packaging and everything about the device was better than expected.,0
5.0,Five Stars,"December 27, 2016",1,Awesome...,0
5.0,Phone just as described,"June 21, 2017",1,Just as described. Thanks!,0
5.0,Five Stars,"January 31, 2017",1,The best iPhone until the next.,0
5.0,Five Stars,"December 10, 2016",1,"Only for say thanks, everything all right",0
5.0,Five Stars,"August 15, 2017",1,Works great,0
5.0,Five Stars,"August 4, 2017",1,Phenomenal,0
5.0,Five Stars,"January 12, 2017",1,I love my new Iphone.,0
5.0,Five Stars,"November 2, 2016",1,Excelent...,0
5.0,Five Stars,"March 21, 2017",1,Five stars!!!,0
5.0,Five Stars,"January 6, 2017",1,I just Love it,0
5.0,Five Stars,"January 28, 2017",1,All right with the product and shipping,0
5.0,Five Stars,"November 18, 2016",1,Thank you about iPhone,0
5.0,Five Stars,"March 27, 2017",1,pleased,0
5.0,Five Stars,"January 27, 2017",1,Legit phone no issues unlocked !!,0
5.0,Five Stars,"April 6, 2017",1,It is great!!,0
5.0,Excellent,"January 13, 2017",1,Is a good product whithout problem,0
5.0,Five Stars,"December 6, 2016",1,I love it,0
5.0,Five Stars,"March 1, 2017",1,Nice product.,0
